"plate_id","batch","temperature","day","isolate","biorep","media","dilution","time","platingrep","counted_colonies","concentration_from_sphereflash","dilution_factor"
"B9_10_9_NC_1_BHI_0_24_1","B9","10",9,"NC",1,"BHI",0,"24",1,0,0,1
"B9_10_9_Control_1_BHIrif_-1_36_1","B9","10",9,"Control",1,"BHIrif",-1,"36",1,0,0,11
"B9_10_9_NC_1_BHIrif_0_36_1","B9","10",9,"NC",1,"BHIrif",0,"36",1,0,0,1
"B9_10_9_NC_1_BHI_0_36_1","B9","10",9,"NC",1,"BHI",0,"36",1,0,0,1
"B9_10_12_NC_1_BHI_0_24_1","B9","10",12,"NC",1,"BHI",0,"24",1,0,0,1
"B9_10_12_Control_1_BHIrif_-1_36_1","B9","10",12,"Control",1,"BHIrif",-1,"36",1,0,0,12
"B9_10_12_NC_1_BHIrif_0_36_1","B9","10",12,"NC",1,"BHIrif",0,"36",1,0,0,1
"B9_10_12_NC_1_BHI_0_36_1","B9","10",12,"NC",1,"BHI",0,"36",1,0,0,1
"B9_10_15_NC_1_BHI_0_24_1","B9","10",15,"NC",1,"BHI",0,"24",1,0,0,1
"B9_10_15_Control_1_BHIrif_-1_36_2","B9","10",15,"Control",1,"BHIrif",-1,"36",2,1,220,11
"B9_10_15_NC_1_BHIrif_0_36_1","B9","10",15,"NC",1,"BHIrif",0,"36",1,0,0,1
"B9_10_15_NC_1_BHI_0_36_1","B9","10",15,"NC",1,"BHI",0,"36",1,0,0,1
"B9_10_18_NC_1_BHI_0_24_1","B9","10",18,"NC",1,"BHI",0,"24",1,0,0,1
"B9_10_18_NC_1_BHIrif_0_36_2","B9","10",18,"NC",1,"BHIrif",0,"36",2,0,0,1
"B9_10_18_Control_1_BHIrif_-1_36_1","B9","10",18,"Control",1,"BHIrif",-1,"36",1,8,1600,10
"B9_10_18_NC_1_BHI_0_36_1","B9","10",18,"NC",1,"BHI",0,"36",1,0,0,1
"B9_10_21_NC_1_BHI_0_24_1","B9","10",21,"NC",1,"BHI",0,"24",1,0,0,1
"B9_10_21_NC_1_BHI_0_36_1","B9","10",21,"NC",1,"BHI",0,"36",1,0,0,1
"B9_10_21_NC_1_BHIrif_0_36_1","B9","10",21,"NC",1,"BHIrif",0,"36",1,0,0,1
"B9_10_21_Control_1_BHIrif_-1_36_1","B9","10",21,"Control",1,"BHIrif",-1,"36",1,0,0,11
"B9_10_24_NC_1_BHI_0_24_1","B9","10",24,"NC",1,"BHI",0,"24",1,0,0,1
"B9_10_24_NC_1_BHIrif_0_36_1","B9","10",24,"NC",1,"BHIrif",0,"36",1,0,0,1
"B9_10_24_Control_1_BHIrif_-1_36_1","B9","10",24,"Control",1,"BHIrif",-1,"36",1,0,0,11
"B9_10_24_NC_1_BHI_0_36_1","B9","10",24,"NC",1,"BHI",0,"36",1,0,0,1
"B9_10_27_NC_1_BHI_0_24_1","B9","10",27,"NC",1,"BHI",0,"24",1,0,0,1
"B9_10_27_NC_1_BHI_0_36_1","B9","10",27,"NC",1,"BHI",0,"36",1,0,0,1
"B9_10_27_NC_1_BHIrif_0_36_1","B9","10",27,"NC",1,"BHIrif",0,"36",1,0,0,1
"B9_10_27_Control_1_BHIrif_-1_36_1","B9","10",27,"Control",1,"BHIrif",-1,"36",1,0,0,12
"B9_10_30_NC_1_BHI_0_24_1","B9","10",30,"NC",1,"BHI",0,"24",1,0,0,1
"B9_10_30_Control_1_BHIrif_-1_36_1","B9","10",30,"Control",1,"BHIrif",-1,"36",1,0,0,11
"B9_10_30_NC_1_BHIrif_0_36_1","B9","10",30,"NC",1,"BHIrif",0,"36",1,0,0,1
"B9_10_30_NC_1_BHI_0_36_1","B9","10",30,"NC",1,"BHI",0,"36",1,0,0,1
