"plate_id","batch","temperature","day","isolate","biorep","media","dilution","time","platingrep","counted_colonies","concentration_from_sphereflash","dilution_factor"
"B2_6_12_S12-0132_2_BHIrif_-4_24_1","B2","6",12,"S12-0132",2,"BHIrif",-4,"24",1,136,28987040,10657
"B2_6_12_S12-0116_2_BHI_-5_24_1","B2","6",12,"S12-0116",2,"BHI",-5,"24",1,216,1248216832,117656
"B2_6_12_S12-0116_2_BHIrif_-2_24_2","B2","6",12,"S12-0116",2,"BHIrif",-2,"24",2,48,113280,118
"B2_6_12_S12-0141_2_BHIrif_-4_24_2","B2","6",12,"S12-0141",2,"BHIrif",-4,"24",2,81,16467300,10165
"B2_6_12_S12-0141_2_BHIrif_-4_24_1","B2","6",12,"S12-0141",2,"BHIrif",-4,"24",1,90,18297000,10165
"B2_6_12_S12-0132_2_BHI_-5_24_1","B2","6",12,"S12-0132",2,"BHI",-5,"24",1,106,225922032,106567
"B2_6_12_S12-0132_2_BHIrif_-4_24_2","B2","6",12,"S12-0132",2,"BHIrif",-4,"24",2,125,26642500,10657
"B2_6_12_S12-0141_2_BHI_-5_24_1","B2","6",12,"S12-0141",2,"BHI",-5,"24",1,128,260224000,101650
"B2_6_15_S12-0116_2_BHI_-6_24_1","B2","6",15,"S12-0116",2,"BHI",-6,"24",1,64,1393934080,1089011
"B2_6_15_S12-0116_2_BHIrif_-3_24_1","B2","6",15,"S12-0116",2,"BHIrif",-3,"24",1,179,3898620,1089
"B2_6_15_S12-0116_2_BHIrif_-3_24_2","B2","6",15,"S12-0116",2,"BHIrif",-3,"24",2,166,3615480,1089
"B2_6_15_S12-0132_2_BHIrif_-5_24_1","B2","6",15,"S12-0132",2,"BHIrif",-5,"24",1,63,128079000,101650
"B2_6_15_S12-0132_2_BHIrif_-5_24_2","B2","6",15,"S12-0132",2,"BHIrif",-5,"24",2,51,103683000,101650
"B2_6_15_S12-0132_2_BHI_-6_24_1","B2","6",15,"S12-0132",2,"BHI",-6,"24",1,170,5346673664,1016497
"B2_6_15_S12-0141_2_BHIrif_-5_24_1","B2","6",15,"S12-0141",2,"BHIrif",-5,"24",1,35,81292400,116132
"B2_6_15_S12-0141_2_BHIrif_-5_24_2","B2","6",15,"S12-0141",2,"BHIrif",-5,"24",2,17,39484880,116132
"B2_6_15_S12-0141_2_BHI_-6_24_1","B2","6",15,"S12-0141",2,"BHI",-6,"24",1,92,2136830720,1161321
"B2_6_18_S12-0116_2_BHIrif_-3_24_1","B2","6",18,"S12-0116",2,"BHIrif",-3,"24",1,237,5806500,1225
"B2_6_18_S12-0116_2_BHI_-6_24_1","B2","6",18,"S12-0116",2,"BHI",-6,"24",1,213,8073174016,1225000
"B2_6_18_S12-0116_2_BHIrif_-3_24_2","B2","6",18,"S12-0116",2,"BHIrif",-3,"24",2,163,6178063,1225
"B2_6_18_S12-0132_2_BHI_-6_24_1","B2","6",18,"S12-0132",2,"BHI",-6,"24",1,64,1440072960,1125057
"B2_6_18_S12-0132_2_BHIrif_-4_24_2","B2","6",18,"S12-0132",2,"BHIrif",-4,"24",2,162,56394244,11251
"B2_6_18_S12-0132_2_BHIrif_-4_24_1","B2","6",18,"S12-0132",2,"BHIrif",-4,"24",1,168,58482920,11251
"B2_6_18_S12-0141_2_BHIrif_-5_24_1","B2","6",18,"S12-0141",2,"BHIrif",-5,"24",1,32,71854720,112273
"B2_6_18_S12-0141_2_BHIrif_-5_24_2","B2","6",18,"S12-0141",2,"BHIrif",-5,"24",2,40,89818400,112273
"B2_6_18_S12-0141_2_BHI_-6_24_1","B2","6",18,"S12-0141",2,"BHI",-6,"24",1,93,2088272128,1122727
"B2_6_21_S12-0116_2_BHIrif_-3_24_1","B2","6",21,"S12-0116",2,"BHIrif",-3,"24",1,172,3952560,1149
"B2_6_21_S12-0116_2_BHIrif_-3_24_2","B2","6",21,"S12-0116",2,"BHIrif",-3,"24",2,182,4182360,1149
"B2_6_21_S12-0116_2_BHI_-6_24_1","B2","6",21,"S12-0116",2,"BHI",-6,"24",1,232,8247420928,1148951
"B2_6_21_S12-0132_2_BHIrif_-5_24_1","B2","6",21,"S12-0132",2,"BHIrif",-5,"24",1,37,80910120,109338
"B2_6_21_S12-0132_2_BHIrif_-5_24_2","B2","6",21,"S12-0132",2,"BHIrif",-5,"24",2,54,118085040,109338
"B2_6_21_S12-0132_2_BHI_-6_24_1","B2","6",21,"S12-0132",2,"BHI",-6,"24",1,163,5514246656,1093377
"B2_6_21_S12-0141_2_BHIrif_-5_24_1","B2","6",21,"S12-0141",2,"BHIrif",-5,"24",1,66,150066832,113687
"B2_6_21_S12-0141_2_BHIrif_-5_24_2","B2","6",21,"S12-0141",2,"BHIrif",-5,"24",2,68,154614320,113687
"B2_6_21_S12-0141_2_BHI_-6_24_1","B2","6",21,"S12-0141",2,"BHI",-6,"24",1,50,1136865920,1136866
"B2_6_24_S12-0116_2_BHIrif_-3_24_1","B2","6",24,"S12-0116",2,"BHIrif",-3,"24",1,16,354880,1109
"B2_6_24_S12-0116_2_BHIrif_-3_24_2","B2","6",24,"S12-0116",2,"BHIrif",-3,"24",2,17,377060,1109
"B2_6_24_S12-0116_2_BHI_-6_24_1","B2","6",24,"S12-0116",2,"BHI",-6,"24",1,194,6656559104,1108969
"B2_6_24_S12-0132_2_BHIrif_-3_24_2","B2","6",24,"S12-0132",2,"BHIrif",-3,"24",2,241,13399410,1132
"B2_6_24_S12-0132_2_BHIrif_-3_24_1","B2","6",24,"S12-0132",2,"BHIrif",-3,"24",1,228,12676621,1132
"B2_6_24_S12-0132_2_BHI_-6_24_1","B2","6",24,"S12-0132",2,"BHI",-6,"24",1,108,2445357568,1132110
"B2_6_24_S12-0141_2_BHIrif_-5_24_1","B2","6",24,"S12-0141",2,"BHIrif",-5,"24",1,25,52170000,104340
"B2_6_24_S12-0141_2_BHIrif_-5_24_2","B2","6",24,"S12-0141",2,"BHIrif",-5,"24",2,11,22954800,104340
"B2_6_24_S12-0141_2_BHI_-6_24_1","B2","6",24,"S12-0141",2,"BHI",-6,"24",1,86,1794641152,1043396
"B3_6_0_S12-0116_3_BHI_-1_24_1","B3","6",0,"S12-0116",3,"BHI",-1,"24",1,238,116895.875,10
"B3_6_0_S12-0116_3_BHIrif_-1_24_1","B3","6",0,"S12-0116",3,"BHIrif",-1,"24",1,3,600,10
"B3_6_0_S12-0116_3_BHIrif_-1_24_2","B3","6",0,"S12-0116",3,"BHIrif",-1,"24",2,3,600,10
"B3_6_0_S12-0132_3_BHIrif_-1_24_1","B3","6",0,"S12-0132",3,"BHIrif",-1,"24",1,12,2640,11
"B3_6_0_S12-0132_3_BHIrif_-1_24_2","B3","6",0,"S12-0132",3,"BHIrif",-1,"24",2,12,2640,11
"B3_6_0_S12-0132_3_BHI_-1_24_1","B3","6",0,"S12-0132",3,"BHI",-1,"24",1,198,106974.4609,11
"B3_6_0_S12-0141_3_BHI_-1_24_1","B3","6",0,"S12-0141",3,"BHI",-1,"24",1,181,106679.7656,12
"B3_6_0_S12-0141_3_BHIrif_-1_24_1","B3","6",0,"S12-0141",3,"BHIrif",-1,"24",1,8,1920,12
"B3_6_0_S12-0141_3_BHIrif_-1_24_2","B3","6",0,"S12-0141",3,"BHIrif",-1,"24",2,4,960,12
"B3_6_1_S12-0116_3_BHIrif_-1_24_1","B3","6",1,"S12-0116",3,"BHIrif",-1,"24",1,3,600,10
"B3_6_1_S12-0116_3_BHIrif_-1_24_2","B3","6",1,"S12-0116",3,"BHIrif",-1,"24",2,2,400,10
"B3_6_1_S12-0141_3_BHIrif_-1_24_2","B3","6",1,"S12-0141",3,"BHIrif",-1,"24",2,7,1540,11
"B3_6_1_S12-0141_3_BHIrif_-1_24_1","B3","6",1,"S12-0141",3,"BHIrif",-1,"24",1,3,660,11
"B3_6_1_S12-0132_3_BHI_-1_24_1","B3","6",1,"S12-0132",3,"BHI",-1,"24",1,260,236754.9688,11
"B3_6_1_S12-0132_3_BHIrif_-1_24_2","B3","6",1,"S12-0132",3,"BHIrif",-1,"24",2,10,2200,11
"B3_6_1_S12-0132_3_BHIrif_-1_24_1","B3","6",1,"S12-0132",3,"BHIrif",-1,"24",1,14,3080,11
"B3_6_1_S12-0116_3_BHI_-1_24_1","B3","6",1,"S12-0116",3,"BHI",-1,"24",1,246,203642.3906,10
"B3_6_1_S12-0141_3_BHI_-1_24_1","B3","6",1,"S12-0141",3,"BHI",-1,"24",1,175,298913.0313,11
"B3_6_2_S12-0116_3_BHIrif_-1_24_1","B3","6",2,"S12-0116",3,"BHIrif",-1,"24",1,1,200,10
"B3_6_2_S12-0116_3_BHIrif_-1_24_2","B3","6",2,"S12-0116",3,"BHIrif",-1,"24",2,1,200,10
"B3_6_2_S12-0116_3_BHI_-3_24_1","B3","6",2,"S12-0116",3,"BHI",-3,"24",1,150,3054000,1018
"B3_6_2_S12-0132_3_BHIrif_-1_24_1","B3","6",2,"S12-0132",3,"BHIrif",-1,"24",1,8,1920,12
"B3_6_2_S12-0132_3_BHIrif_-1_24_2","B3","6",2,"S12-0132",3,"BHIrif",-1,"24",2,5,1200,12
"B3_6_2_S12-0132_3_BHI_-1_24_1","B3","6",2,"S12-0132",3,"BHI",-1,"24",1,374,696894.375,12
"B3_6_2_S12-0141_3_BHIrif_-1_24_1","B3","6",2,"S12-0141",3,"BHIrif",-1,"24",1,3,600,10
"B3_6_2_S12-0141_3_BHIrif_-1_24_2","B3","6",2,"S12-0141",3,"BHIrif",-1,"24",2,2,400,10
"B3_6_2_S12-0141_3_BHI_-3_24_1","B3","6",2,"S12-0141",3,"BHI",-3,"24",1,167,8366404.5,1020
"B3_6_3_S12-0116_3_BHIrif_-1_24_1","B3","6",3,"S12-0116",3,"BHIrif",-1,"24",1,0,0,10
"B3_6_3_S12-0116_3_BHIrif_-1_24_2","B3","6",3,"S12-0116",3,"BHIrif",-1,"24",2,1,200,10
"B3_6_3_S12-0116_3_BHI_-3_24_1","B3","6",3,"S12-0116",3,"BHI",-3,"24",1,208,17132450,995
"B3_6_3_S12-0132_3_BHIrif_-1_24_1","B3","6",3,"S12-0132",3,"BHIrif",-1,"24",1,24,5280,11
"B3_6_3_S12-0132_3_BHIrif_-1_24_2","B3","6",3,"S12-0132",3,"BHIrif",-1,"24",2,29,6380,11
"B3_6_3_S12-0132_3_BHI_-3_24_1","B3","6",3,"S12-0132",3,"BHI",-3,"24",1,171,9331090,1111
"B3_6_3_S12-0141_3_BHIrif_-1_24_1","B3","6",3,"S12-0141",3,"BHIrif",-1,"24",1,7,1540,11
"B3_6_3_S12-0141_3_BHIrif_-1_24_2","B3","6",3,"S12-0141",3,"BHIrif",-1,"24",2,11,2420,11
"B3_6_3_S12-0141_3_BHI_-3_24_1","B3","6",3,"S12-0141",3,"BHI",-3,"24",1,10,224600,1123
"B3_6_4_S12-0116_3_BHIrif_-1_24_1","B3","6",4,"S12-0116",3,"BHIrif",-1,"24",1,5,1100,11
"B3_6_4_S12-0116_3_BHIrif_-1_24_2","B3","6",4,"S12-0116",3,"BHIrif",-1,"24",2,0,0,11
"B3_6_4_S12-0116_3_BHI_-3_24_1","B3","6",4,"S12-0116",3,"BHI",-3,"24",1,257,111333208,1109
"B3_6_4_S12-0132_3_BHIrif_-1_24_1","B3","6",4,"S12-0132",3,"BHIrif",-1,"24",1,179,96709.23438,11
"B3_6_4_S12-0132_3_BHIrif_-1_24_2","B3","6",4,"S12-0132",3,"BHIrif",-1,"24",2,226,122102.1563,11
"B3_6_4_S12-0132_3_BHI_-3_24_1","B3","6",4,"S12-0132",3,"BHI",-3,"24",1,202,89321880,1132
"B3_6_4_S12-0141_3_BHIrif_-1_24_1","B3","6",4,"S12-0141",3,"BHIrif",-1,"24",1,16,3520,11
"B3_6_4_S12-0141_3_BHIrif_-1_24_2","B3","6",4,"S12-0141",3,"BHIrif",-1,"24",2,13,2860,11
"B3_6_4_S12-0141_3_BHI_-3_24_1","B3","6",4,"S12-0141",3,"BHI",-3,"24",1,186,82101568,1130
"B3_6_6_S12-0116_3_BHIrif_-1_24_1","B3","6",6,"S12-0116",3,"BHIrif",-1,"24",1,2,440,11
"B3_6_6_S12-0116_3_BHI_-4_24_1","B3","6",6,"S12-0116",3,"BHI",-4,"24",1,306,509318944,10719
"B3_6_6_S12-0116_3_BHIrif_-1_24_2","B3","6",6,"S12-0116",3,"BHIrif",-1,"24",2,2,440,11
"B3_6_6_S12-0141_3_BHI_-4_24_1","B3","6",6,"S12-0141",3,"BHI",-4,"24",1,240,1000968768,10677
"B3_6_6_S12-0141_3_BHIrif_-1_24_2","B3","6",6,"S12-0141",3,"BHIrif",-1,"24",2,47,10340,11
"B3_6_6_S12-0141_3_BHIrif_-1_24_1","B3","6",6,"S12-0141",3,"BHIrif",-1,"24",1,39,8580,11
"B3_6_6_S12-0132_3_BHI_-2_24_1","B3","6",6,"S12-0132",3,"BHI",-2,"24",1,300,5450310.5,117
"B3_6_6_S12-0132_3_BHIrif_-1_24_2","B3","6",6,"S12-0132",3,"BHIrif",-1,"24",2,183,67945.54688,12
"B3_6_6_S12-0132_3_BHIrif_-1_24_1","B3","6",6,"S12-0132",3,"BHIrif",-1,"24",1,175,64975.24609,12
"B3_6_9_S12-0116_3_BHIrif_-1_24_1","B3","6",9,"S12-0116",3,"BHIrif",-1,"24",1,61,13420,11
"B3_6_9_S12-0116_3_BHIrif_-1_24_2","B3","6",9,"S12-0116",3,"BHIrif",-1,"24",2,64,14080,11
"B3_6_9_S12-0116_3_BHI_-4_24_1","B3","6",9,"S12-0116",3,"BHI",-4,"24",1,356,1508411008,10847
"B3_6_9_S12-0132_3_BHIrif_-1_24_1","B3","6",9,"S12-0132",3,"BHIrif",-1,"24",1,288,286092.7188,12
"B3_6_9_S12-0132_3_BHIrif_-1_24_2","B3","6",9,"S12-0132",3,"BHIrif",-1,"24",2,276,274172.1875,12
"B3_6_9_S12-0141_3_BHIrif_-1_24_2","B3","6",9,"S12-0141",3,"BHIrif",-1,"24",2,106,23320,11
"B3_6_9_S12-0141_3_BHIrif_-1_24_1","B3","6",9,"S12-0141",3,"BHIrif",-1,"24",1,125,27500,11
"B3_6_9_S12-0132_3_BHI_-4_24_1","B3","6",9,"S12-0132",3,"BHI",-4,"24",1,75,17271000,11514
"B3_6_9_S12-0141_3_BHI_-4_24_1","B3","6",9,"S12-0141",3,"BHI",-4,"24",1,236,77364480,10595
"B3_6_12_S12-0116_3_BHIrif_-1_24_1","B3","6",12,"S12-0116",3,"BHIrif",-1,"24",1,126,27720,11
"B3_6_12_S12-0116_3_BHIrif_-1_24_2","B3","6",12,"S12-0116",3,"BHIrif",-1,"24",2,142,31240,11
"B3_6_12_S12-0141_3_BHIrif_-3_24_2","B3","6",12,"S12-0141",3,"BHIrif",-3,"24",2,201,35112576,1125
"B3_6_12_S12-0141_3_BHIrif_-3_24_1","B3","6",12,"S12-0141",3,"BHIrif",-3,"24",1,187,32666924,1125
"B3_6_12_S12-0132_3_BHI_-4_24_1","B3","6",12,"S12-0132",3,"BHI",-4,"24",1,331,558588160,10868
"B3_6_12_S12-0132_3_BHIrif_-3_24_2","B3","6",12,"S12-0132",3,"BHIrif",-3,"24",2,192,4174080,1087
"B3_6_12_S12-0132_3_BHIrif_-3_24_1","B3","6",12,"S12-0132",3,"BHIrif",-3,"24",1,232,5043680,1087
"B3_6_12_S12-0116_3_BHI_-4_24_1","B3","6",12,"S12-0116",3,"BHI",-4,"24",1,188,791876608,10783
"B3_6_12_S12-0141_3_BHI_-4_24_1","B3","6",12,"S12-0141",3,"BHI",-4,"24",1,210,922933632,11251
"B3_6_15_S12-0116_3_BHIrif_-2_24_1","B3","6",15,"S12-0116",3,"BHIrif",-2,"24",1,178,363120,102
"B3_6_15_S12-0116_3_BHI_-5_24_1","B3","6",15,"S12-0116",3,"BHI",-5,"24",1,174,871922880,102025
"B3_6_15_S12-0116_3_BHIrif_-2_24_2","B3","6",15,"S12-0116",3,"BHIrif",-2,"24",2,162,330480,102
"B3_6_15_S12-0132_3_BHIrif_-3_24_2","B3","6",15,"S12-0132",3,"BHIrif",-3,"24",2,194,18179470,1132
"B3_6_15_S12-0132_3_BHIrif_-3_24_1","B3","6",15,"S12-0132",3,"BHIrif",-3,"24",1,178,16680133,1132
"B3_6_15_S12-0132_3_BHI_-5_24_1","B3","6",15,"S12-0132",3,"BHI",-5,"24",1,196,1089850496,113211
"B3_6_15_S12-0141_3_BHIrif_-5_24_1","B3","6",15,"S12-0141",3,"BHIrif",-5,"24",1,23,51221460,111351
"B3_6_15_S12-0141_3_BHIrif_-5_24_2","B3","6",15,"S12-0141",3,"BHIrif",-5,"24",2,25,55675500,111351
"B3_6_15_S12-0141_3_BHI_-5_24_1","B3","6",15,"S12-0141",3,"BHI",-5,"24",1,270,4668442624,111351
"B3_6_18_S12-0116_3_BHIrif_-3_24_1","B3","6",18,"S12-0116",3,"BHIrif",-3,"24",1,0,0,1059
"B3_6_18_S12-0116_3_BHIrif_-3_24_2","B3","6",18,"S12-0116",3,"BHIrif",-3,"24",2,2,42360,1059
"B3_6_18_S12-0116_3_BHI_-6_24_1","B3","6",18,"S12-0116",3,"BHI",-6,"24",1,168,8742336512,1059488
"B3_6_18_S12-0132_3_BHI_-6_24_1","B3","6",18,"S12-0132",3,"BHI",-6,"24",1,200,7233192960,1168884
"B3_6_18_S12-0132_3_BHIrif_-5_24_2","B3","6",18,"S12-0132",3,"BHIrif",-5,"24",2,36,84159360,116888
"B3_6_18_S12-0132_3_BHIrif_-5_24_1","B3","6",18,"S12-0132",3,"BHIrif",-5,"24",1,28,65457280,116888
"B3_6_18_S12-0141_3_BHIrif_-3_24_1","B3","6",18,"S12-0141",3,"BHIrif",-3,"24",1,295,16677063,1151
"B3_6_18_S12-0141_3_BHIrif_-3_24_2","B3","6",18,"S12-0141",3,"BHIrif",-3,"24",2,247,13963507,1151
"B3_6_18_S12-0141_3_BHI_-6_24_1","B3","6",18,"S12-0141",3,"BHI",-6,"24",1,93,2141607680,1151402
"B3_6_21_S12-0116_3_BHIrif_-2_24_1","B3","6",21,"S12-0116",3,"BHIrif",-2,"24",1,98,211680,108
"B3_6_21_S12-0116_3_BHI_-6_24_1","B3","6",21,"S12-0116",3,"BHI",-6,"24",1,221,7416922624,1084683
"B3_6_21_S12-0116_3_BHIrif_-2_24_2","B3","6",21,"S12-0116",3,"BHIrif",-2,"24",2,93,200880,108
"B3_6_21_S12-0141_3_BHIrif_-5_24_1","B3","6",21,"S12-0141",3,"BHIrif",-5,"24",1,9,22306320,123924
"B3_6_21_S12-0132_3_BHI_-6_24_1","B3","6",21,"S12-0132",3,"BHI",-6,"24",1,82,1990732032,1213861
"B3_6_21_S12-0132_3_BHIrif_-5_24_2","B3","6",21,"S12-0132",3,"BHIrif",-5,"24",2,4,9710880,121386
"B3_6_21_S12-0132_3_BHIrif_-5_24_1","B3","6",21,"S12-0132",3,"BHIrif",-5,"24",1,3,7283160,121386
"B3_6_21_S12-0141_3_BHIrif_-5_24_2","B3","6",21,"S12-0141",3,"BHIrif",-5,"24",2,11,27263280,123924
"B3_6_21_S12-0141_3_BHI_-6_24_1","B3","6",21,"S12-0141",3,"BHI",-6,"24",1,124,3073317632,1239241
"B3_6_24_S12-0116_3_BHIrif_-2_24_1","B3","6",24,"S12-0116",3,"BHIrif",-2,"24",1,214,748205.4375,113
"B3_6_24_S12-0116_3_BHIrif_-2_24_2","B3","6",24,"S12-0116",3,"BHIrif",-2,"24",2,216,755198,113
"B3_6_24_S12-0141_3_BHIrif_-3_24_2","B3","6",24,"S12-0141",3,"BHIrif",-3,"24",2,303,30249834,1206
"B3_6_24_S12-0141_3_BHIrif_-3_24_1","B3","6",24,"S12-0141",3,"BHIrif",-3,"24",1,242,24159934,1206
"B3_6_24_S12-0132_3_BHI_-6_24_1","B3","6",24,"S12-0132",3,"BHI",-6,"24",1,196,7042664448,1161321
"B3_6_24_S12-0132_3_BHIrif_-3_24_2","B3","6",24,"S12-0132",3,"BHIrif",-3,"24",2,227,8154300.5,1161
"B3_6_24_S12-0132_3_BHIrif_-3_24_1","B3","6",24,"S12-0132",3,"BHIrif",-3,"24",1,170,9694008,1161
"B3_6_24_S12-0116_3_BHI_-6_24_1","B3","6",24,"S12-0116",3,"BHI",-6,"24",1,186,4193916672,1127397
"B3_6_24_S12-0141_3_BHI_-6_24_1","B3","6",24,"S12-0141",3,"BHI",-6,"24",1,190,7087676416,1205651
"B4_6_0_S12-0166_1_BHI_-1_24_1","B4","6",0,"S12-0166",1,"BHI",-1,"24",1,26,5720,11
"B4_6_0_S12-0184_1_BHI_-1_24_1","B4","6",0,"S12-0184",1,"BHI",-1,"24",1,2,400,10
"B4_6_0_S12-0180_1_BHI_-1_24_1","B4","6",0,"S12-0180",1,"BHI",-1,"24",1,23,5060,11
"B4_6_0_S12-0166_1_BHIrif_-1_36_1","B4","6",0,"S12-0166",1,"BHIrif",-1,"36",1,16,2880,9
"B4_6_0_S12-0180_1_BHIrif_-1_36_1","B4","6",0,"S12-0180",1,"BHIrif",-1,"36",1,12,2160,9
"B4_6_0_S12-0166_1_BHIrif_-1_36_2","B4","6",0,"S12-0166",1,"BHIrif",-1,"36",2,5,900,9
"B4_6_0_S12-0184_1_BHIrif_-1_36_2","B4","6",0,"S12-0184",1,"BHIrif",-1,"36",2,2,440,11
"B4_6_0_S12-0184_1_BHIrif_-1_36_1","B4","6",0,"S12-0184",1,"BHIrif",-1,"36",1,4,880,11
"B4_6_0_S12-0180_1_BHIrif_-1_36_2","B4","6",0,"S12-0180",1,"BHIrif",-1,"36",2,1,180,9
"B4_6_0_S12-0180_1_BHI_-1_36_1","B4","6",0,"S12-0180",1,"BHI",-1,"36",1,24,4320,9
"B4_6_0_S12-0184_1_BHI_-1_36_1","B4","6",0,"S12-0184",1,"BHI",-1,"36",1,4,880,11
"B4_6_0_S12-0166_1_BHI_-1_36_1","B4","6",0,"S12-0166",1,"BHI",-1,"36",1,29,5220,9
"B4_6_1_S12-0166_1_BHI_-1_24_1","B4","6",1,"S12-0166",1,"BHI",-1,"24",1,35,6300,9
"B4_6_1_S12-0180_1_BHI_-1_24_1","B4","6",1,"S12-0180",1,"BHI",-1,"24",1,6,1080,9
"B4_6_1_S12-0184_1_BHI_-1_24_1","B4","6",1,"S12-0184",1,"BHI",-1,"24",1,11,2420,11
"B4_6_1_S12-0166_1_BHIrif_-1_36_1","B4","6",1,"S12-0166",1,"BHIrif",-1,"36",1,34,6120,9
"B4_6_1_S12-0166_1_BHIrif_-1_36_2","B4","6",1,"S12-0166",1,"BHIrif",-1,"36",2,32,5760,9
"B4_6_1_S12-0180_1_BHIrif_-1_36_2","B4","6",1,"S12-0180",1,"BHIrif",-1,"36",2,0,0,9
"B4_6_1_S12-0180_1_BHIrif_-1_36_1","B4","6",1,"S12-0180",1,"BHIrif",-1,"36",1,0,0,9
"B4_6_1_S12-0166_1_BHI_-1_36_1","B4","6",1,"S12-0166",1,"BHI",-1,"36",1,35,6300,9
"B4_6_1_S12-0180_1_BHI_-1_36_1","B4","6",1,"S12-0180",1,"BHI",-1,"36",1,9,1620,9
"B4_6_1_S12-0184_1_BHIrif_-1_36_1","B4","6",1,"S12-0184",1,"BHIrif",-1,"36",1,3,680.4102173,11
"B4_6_1_S12-0184_1_BHIrif_-1_36_2","B4","6",1,"S12-0184",1,"BHIrif",-1,"36",2,0,0,11
"B4_6_1_S12-0184_1_BHI_-1_36_1","B4","6",1,"S12-0184",1,"BHI",-1,"36",1,14,3080,11
"B4_6_2_S12-0166_1_BHI_-1_24_1","B4","6",2,"S12-0166",1,"BHI",-1,"24",1,198,47520,12
"B4_6_2_S12-0180_1_BHI_-1_24_1","B4","6",2,"S12-0180",1,"BHI",-1,"24",1,10,2200,11
"B4_6_2_S12-0184_1_BHI_-1_24_1","B4","6",2,"S12-0184",1,"BHI",-1,"24",1,68,13600,10
"B4_6_2_S12-0166_1_BHIrif_-1_36_1","B4","6",2,"S12-0166",1,"BHIrif",-1,"36",1,212,50880,12
"B4_6_2_S12-0166_1_BHIrif_-1_36_2","B4","6",2,"S12-0166",1,"BHIrif",-1,"36",2,203,48720,12
"B4_6_2_S12-0166_1_BHI_-1_36_1","B4","6",2,"S12-0166",1,"BHI",-1,"36",1,139,33360,12
"B4_6_2_S12-0180_1_BHIrif_-1_36_1","B4","6",2,"S12-0180",1,"BHIrif",-1,"36",1,14,3080,11
"B4_6_2_S12-0180_1_BHIrif_-1_36_2","B4","6",2,"S12-0180",1,"BHIrif",-1,"36",2,27,5940,11
"B4_6_2_S12-0180_1_BHI_-1_36_1","B4","6",2,"S12-0180",1,"BHI",-1,"36",1,22,4840,11
"B4_6_2_S12-0184_1_BHIrif_-1_36_1","B4","6",2,"S12-0184",1,"BHIrif",-1,"36",1,3,602.8045654,10
"B4_6_2_S12-0184_1_BHIrif_-1_36_2","B4","6",2,"S12-0184",1,"BHIrif",-1,"36",2,2,400,10
"B4_6_2_S12-0184_1_BHI_-1_36_1","B4","6",2,"S12-0184",1,"BHI",-1,"36",1,63,12600,10
"B4_6_3_S12-0166_1_BHI_-3_24_1","B4","6",3,"S12-0166",1,"BHI",-3,"24",1,47,998280,1062
"B4_6_3_S12-0184_1_BHI_-1_24_1","B4","6",3,"S12-0184",1,"BHI",-1,"24",1,33,7260,11
"B4_6_3_S12-0180_1_BHI_-1_24_1","B4","6",3,"S12-0180",1,"BHI",-1,"24",1,84,18480,11
"B4_6_3_S12-0166_1_BHIrif_-1_36_1","B4","6",3,"S12-0166",1,"BHIrif",-1,"36",1,171,58199.25781,11
"B4_6_3_S12-0166_1_BHIrif_-1_36_2","B4","6",3,"S12-0166",1,"BHIrif",-1,"36",2,218,74195.54688,11
"B4_6_3_S12-0166_1_BHI_-3_36_1","B4","6",3,"S12-0166",1,"BHI",-3,"36",1,50,1062000,1062
"B4_6_3_S12-0184_1_BHIrif_-1_36_2","B4","6",3,"S12-0184",1,"BHIrif",-1,"36",2,0,0,11
"B4_6_3_S12-0184_1_BHIrif_-1_36_1","B4","6",3,"S12-0184",1,"BHIrif",-1,"36",1,0,0,11
"B4_6_3_S12-0180_1_BHI_-1_36_1","B4","6",3,"S12-0180",1,"BHI",-1,"36",1,102,22440,11
"B4_6_3_S12-0180_1_BHIrif_-1_36_2","B4","6",3,"S12-0180",1,"BHIrif",-1,"36",2,5,1100,11
"B4_6_3_S12-0180_1_BHIrif_-1_36_1","B4","6",3,"S12-0180",1,"BHIrif",-1,"36",1,2,440,11
"B4_6_3_S12-0184_1_BHI_-1_36_1","B4","6",3,"S12-0184",1,"BHI",-1,"36",1,37,8140,11
"B4_6_4_S12-0166_1_BHI_-1_24_1","B4","6",4,"S12-0166",1,"BHI",-1,"24",1,204,63118.8125,10
"B4_6_4_S12-0180_1_BHI_-1_24_1","B4","6",4,"S12-0180",1,"BHI",-1,"24",1,6,1320,11
"B4_6_4_S12-0184_1_BHI_-3_24_1","B4","6",4,"S12-0184",1,"BHI",-3,"24",1,74,1530320,1034
"B4_6_4_S12-0166_1_BHIrif_-1_36_1","B4","6",4,"S12-0166",1,"BHIrif",-1,"36",1,53,10600,10
"B4_6_4_S12-0166_1_BHIrif_-1_36_2","B4","6",4,"S12-0166",1,"BHIrif",-1,"36",2,38,7600,10
"B4_6_4_S12-0166_1_BHI_-1_36_1","B4","6",4,"S12-0166",1,"BHI",-1,"36",1,188,58168.31641,10
"B4_6_4_S12-0180_1_BHIrif_-1_36_1","B4","6",4,"S12-0180",1,"BHIrif",-1,"36",1,0,0,11
"B4_6_4_S12-0180_1_BHIrif_-1_36_2","B4","6",4,"S12-0180",1,"BHIrif",-1,"36",2,0,0,11
