"plate_id","batch","temperature","day","isolate","biorep","media","time","average_wrangled_conc","log_average_wrangled_conc"
"B6_6_15_S12-0132_4_BHI_-4_24_1","B6","6",15,"S12-0132","4","BHI","24",1299000,6.11360915107303
"B6_6_15_S12-0132_4_BHIrif_-2_24_2","B6","6",15,"S12-0132","4","BHIrif","24",1080,3.03342375548695
"B6_6_15_S12-0116_4_BHI_-6_24_1","B6","6",15,"S12-0116","4","BHI","24",929137088,8.96807979598461
"B6_6_15_S12-0141_4_BHIrif_-2_24_2","B6","6",15,"S12-0141","4","BHIrif","24",1304415.4375,6.11541592995406
"B6_6_15_S12-0141_4_BHI_-4_24_1","B6","6",15,"S12-0141","4","BHI","24",83575440,7.92207867170276
"B6_6_18_S12-0116_4_BHIrif_-2_24_1","B6","6",18,"S12-0116","4","BHIrif","24",5715605.5,6.75706224547133
"B6_6_18_S12-0132_4_BHI_-3_24_1","B6","6",18,"S12-0132","4","BHI","24",19847682,7.2977097930441
"B6_6_18_S12-0132_4_BHIrif_-3_24_2","B6","6",18,"S12-0132","4","BHIrif","24",1900800,6.2789364233011
"B6_6_18_S12-0116_4_BHI_-5_24_1","B6","6",18,"S12-0116","4","BHI","24",101456640,8.00628047543041
"B6_6_18_S12-0141_4_BHI_-5_24_1","B6","6",18,"S12-0141","4","BHI","24",122152416,8.08690206111782
"B6_6_18_S12-0141_4_BHIrif_-2_24_2","B6","6",18,"S12-0141","4","BHIrif","24",12553125,7.09875185341177
"B6_6_21_S12-0116_4_BHIrif_-4_24_1","B6","6",21,"S12-0116","4","BHIrif","24",17920000,7.25333800532611
"B6_6_21_S12-0116_4_BHI_-6_24_1","B6","6",21,"S12-0116","4","BHI","24",3850333952,9.58549839891656
"B6_6_21_S12-0132_4_BHI_-6_24_1","B6","6",21,"S12-0132","4","BHI","24",6882006016,9.83771504792956
"B6_6_21_S12-0132_4_BHIrif_-4_24_2","B6","6",21,"S12-0132","4","BHIrif","24",24406260,7.38750123350132
"B6_6_21_S12-0141_4_BHIrif_-4_24_1","B6","6",21,"S12-0141","4","BHIrif","24",6019180,6.77953733083731
"B6_6_21_S12-0141_4_BHI_-6_24_1","B6","6",21,"S12-0141","4","BHI","24",3713411584,9.56977308786168
"B6_6_24_S12-0116_4_BHIrif_-2_24_1","B6","6",24,"S12-0116","4","BHIrif","24",817837.25,5.91266688746193
"B6_6_24_S12-0116_4_BHI_-6_24_1","B6","6",24,"S12-0116","4","BHI","24",7408711680,9.86974269395619
"B6_6_24_S12-0132_4_BHIrif_-2_24_1","B6","6",24,"S12-0132","4","BHIrif","24",270320,5.43187817876684
"B6_6_24_S12-0132_4_BHI_-6_24_1","B6","6",24,"S12-0132","4","BHI","24",3214528256,9.50711724760286
"B6_6_24_S12-0141_4_BHIrif_-4_24_1","B6","6",24,"S12-0141","4","BHIrif","24",4564560,6.65939892014375
"B6_6_24_S12-0141_4_BHI_-6_24_1","B6","6",24,"S12-0141","4","BHI","24",4173473280,9.6204976373447
"B7_6_0_S12-0166_3_BHI_-1_24_1","B7","6",0,"S12-0166","3","BHI","24",60581.68359,4.78234133838751
"B7_6_0_S12-0184_3_BHI_-1_24_1","B7","6",0,"S12-0184","3","BHI","24",14200,4.15228834438306
"B7_6_0_S12-0180_3_BHI_-3_24_1","B7","6",0,"S12-0180","3","BHI","24",103200,5.01367969729119
"B7_6_0_S12-0166_3_BHIrif_-1_36_1","B7","6",0,"S12-0166","3","BHIrif","36",0,1.74036268949424
"B7_6_0_S12-0166_3_BHI_-3_36_1","B7","6",0,"S12-0166","3","BHI","36",283140,5.45200122772659
"B7_6_0_S12-0180_3_BHIrif_-1_36_1","B7","6",0,"S12-0180","3","BHIrif","36",0,1.69897000433602
"B7_6_0_S12-0180_3_BHI_-3_36_1","B7","6",0,"S12-0180","3","BHI","36",123840,5.09286094333882
"B7_6_0_S12-0184_3_BHIrif_-1_36_1","B7","6",0,"S12-0184","3","BHIrif","36",0,1.69897000433602
"B7_6_0_S12-0184_3_BHI_-1_36_1","B7","6",0,"S12-0184","3","BHI","36",17600,4.24551266781415
"B7_6_1_S12-0166_3_BHI_-1_24_1","B7","6",1,"S12-0166","3","BHI","24",9200,3.96378782734556
"B7_6_1_S12-0180_3_BHI_-3_24_1","B7","6",1,"S12-0180","3","BHI","24",501600,5.70035752782266
"B7_6_1_S12-0184_3_BHI_-1_24_1","B7","6",1,"S12-0184","3","BHI","24",10780,4.03261876085072
"B7_6_1_S12-0166_3_BHIrif_-1_36_1","B7","6",1,"S12-0166","3","BHIrif","36",200,2.30102999566398
"B7_6_1_S12-0184_3_BHI_-1_36_1","B7","6",1,"S12-0184","3","BHI","36",8140,3.9106244048892
"B7_6_1_S12-0184_3_BHIrif_-1_36_2","B7","6",1,"S12-0184","3","BHIrif","36",660,2.81954393554187
"B7_6_1_S12-0180_3_BHI_-1_36_1","B7","6",1,"S12-0180","3","BHI","36",5200,3.7160033436348
"B7_6_1_S12-0180_3_BHIrif_-1_36_2","B7","6",1,"S12-0180","3","BHIrif","36",0,1.69897000433602
"B7_6_1_S12-0166_3_BHI_-1_36_1","B7","6",1,"S12-0166","3","BHI","36",5600,3.7481880270062
"B7_6_2_S12-0166_3_BHI_-1_24_1","B7","6",2,"S12-0166","3","BHI","24",63737.625,4.80439587669951
"B7_6_2_S12-0180_3_BHI_-3_24_1","B7","6",2,"S12-0180","3","BHI","24",36673292,7.56434989641448
"B7_6_2_S12-0166_3_BHI_-1_36_1","B7","6",2,"S12-0166","3","BHI","36",54782.27734,4.73864008223772
"B7_6_2_S12-0166_3_BHIrif_-1_36_1","B7","6",2,"S12-0166","3","BHIrif","36",1630.0909425,3.21221183429609
"B7_6_2_S12-0180_3_BHIrif_-1_36_1","B7","6",2,"S12-0180","3","BHIrif","36",1833.852295,3.26336435311715
"B7_6_2_S12-0180_3_BHI_-3_36_1","B7","6",2,"S12-0180","3","BHI","36",34505240,7.53788505247273
"B7_6_2_S12-0184_3_BHIrif_-1_36_1","B7","6",2,"S12-0184","3","BHIrif","36",27915.30859,4.44584243312478
"B7_6_3_S12-0166_3_BHI_-3_24_1","B7","6",3,"S12-0166","3","BHI","24",6885068.5,6.83790826543884
"B7_6_3_S12-0184_3_BHI_-1_24_1","B7","6",3,"S12-0184","3","BHI","24",3349409,6.5249681829527
"B7_6_3_S12-0180_3_BHI_-3_24_1","B7","6",3,"S12-0180","3","BHI","24",15167633,7.18091781181868
"B7_6_3_S12-0166_3_BHIrif_-1_36_1","B7","6",3,"S12-0166","3","BHIrif","36",1080,3.03342375548695
"B7_6_3_S12-0166_3_BHI_-3_36_1","B7","6",3,"S12-0166","3","BHI","36",5375000,6.73037846858764
"B7_6_3_S12-0184_3_BHIrif_-1_36_2","B7","6",3,"S12-0184","3","BHIrif","36",200,2.30102999566398
"B7_6_3_S12-0180_3_BHI_-3_36_1","B7","6",3,"S12-0180","3","BHI","36",14734272,7.16832868282637
"B7_6_3_S12-0180_3_BHIrif_-1_36_2","B7","6",3,"S12-0180","3","BHIrif","36",0,1.69897000433602
"B7_6_3_S12-0184_3_BHI_-1_36_1","B7","6",3,"S12-0184","3","BHI","36",25400,4.40483371661994
"B7_6_4_S12-0166_3_BHI_-3_24_1","B7","6",4,"S12-0166","3","BHI","24",1192480,6.07645110388618
"B7_6_4_S12-0184_3_BHI_-3_24_1","B7","6",4,"S12-0184","3","BHI","24",15690398,7.19563395996753
"B7_6_4_S12-0180_3_BHI_-3_24_1","B7","6",4,"S12-0180","3","BHI","24",2314260,6.36441214900732
"B7_6_4_S12-0166_3_BHIrif_-1_36_1","B7","6",4,"S12-0166","3","BHIrif","36",209437.0938,5.32105360287274
"B7_6_4_S12-0184_3_BHI_-3_36_1","B7","6",4,"S12-0184","3","BHI","36",14121358,7.14987646325597
"B7_6_4_S12-0184_3_BHIrif_-1_36_2","B7","6",4,"S12-0184","3","BHIrif","36",0,1.74036268949424
"B7_6_4_S12-0180_3_BHI_-3_36_1","B7","6",4,"S12-0180","3","BHI","36",2353820,6.37177324865369
"B7_6_4_S12-0180_3_BHIrif_-1_36_2","B7","6",4,"S12-0180","3","BHIrif","36",0,1.69897000433602
"B7_6_4_S12-0166_3_BHI_-3_36_1","B7","6",4,"S12-0166","3","BHI","36",1151360,6.06121113732944
"B7_6_6_S12-0166_3_BHI_-4_24_1","B7","6",6,"S12-0166","3","BHI","24",50394432,7.70238255459514
"B7_6_6_S12-0184_3_BHI_-4_24_1","B7","6",6,"S12-0184","3","BHI","24",13929300,7.1439292920323
"B7_6_6_S12-0180_3_BHI_-2_24_1","B7","6",6,"S12-0180","3","BHI","24",113300,5.0542299098634
"B7_6_6_S12-0166_3_BHIrif_-1_36_1","B7","6",6,"S12-0166","3","BHIrif","36",23700,4.3747483460101
"B7_6_6_S12-0180_3_BHIrif_-1_36_1","B7","6",6,"S12-0180","3","BHIrif","36",0,1.69897000433602
"B7_6_6_S12-0166_3_BHI_-4_36_1","B7","6",6,"S12-0166","3","BHI","36",39009520,7.59117060648626
"B7_6_6_S12-0184_3_BHI_-4_36_1","B7","6",6,"S12-0184","3","BHI","36",13721400,7.13739842487334
"B7_6_6_S12-0184_3_BHIrif_-1_36_2","B7","6",6,"S12-0184","3","BHIrif","36",0,1.69897000433602
"B7_6_6_S12-0180_3_BHI_-2_36_1","B7","6",6,"S12-0180","3","BHI","36",105060,5.02143739646709
"B7_6_9_S12-0166_3_BHI_-3_24_1","B7","6",9,"S12-0166","3","BHI","24",16241391,7.21062322181121
"B7_6_9_S12-0184_3_BHI_-5_24_1","B7","6",9,"S12-0184","3","BHI","24",116284200,8.06552070940629
"B7_6_9_S12-0180_3_BHI_-5_24_1","B7","6",9,"S12-0180","3","BHI","24",161243152,8.20748127920334
"B7_6_9_S12-0166_3_BHIrif_-3_36_1","B7","6",9,"S12-0166","3","BHIrif","36",5794063.25,6.76298323180251
"B7_6_9_S12-0166_3_BHI_-3_36_1","B7","6",9,"S12-0166","3","BHI","36",15259768,7.18354793092648
"B7_6_9_S12-0184_3_BHI_-5_36_1","B7","6",9,"S12-0184","3","BHI","36",108264600,8.03448647566632
"B7_6_9_S12-0184_3_BHIrif_-1_36_2","B7","6",9,"S12-0184","3","BHIrif","36",44916.583985,4.65240671969812
"B7_6_9_S12-0180_3_BHI_-5_36_1","B7","6",9,"S12-0180","3","BHI","36",148839840,8.17271919449143
"B7_6_9_S12-0180_3_BHIrif_-1_36_2","B7","6",9,"S12-0180","3","BHIrif","36",0,1.69897000433602
"B7_6_12_S12-0166_3_BHI_-5_24_1","B7","6",12,"S12-0166","3","BHI","24",87554680,7.9422793650837
"B7_6_12_S12-0184_3_BHI_-5_24_1","B7","6",12,"S12-0184","3","BHI","24",152688640,8.18380672684792
"B7_6_12_S12-0180_3_BHI_-5_24_1","B7","6",12,"S12-0180","3","BHI","24",41037200,7.61317772086513
"B7_6_12_S12-0166_3_BHIrif_-4_36_1","B7","6",12,"S12-0166","3","BHIrif","36",45646818,7.65941050863468
"B7_6_12_S12-0166_3_BHI_-5_36_1","B7","6",12,"S12-0166","3","BHI","36",98232080,7.99225334004554
"B7_6_12_S12-0180_3_BHIrif_-1_36_2","B7","6",12,"S12-0180","3","BHIrif","36",0,1.69897000433602
"B7_6_12_S12-0180_3_BHI_-5_36_1","B7","6",12,"S12-0180","3","BHI","36",34881620,7.54259664657942
"B7_6_12_S12-0184_3_BHIrif_-3_36_1","B7","6",12,"S12-0184","3","BHIrif","36",1960800,6.29243329824402
"B7_6_12_S12-0184_3_BHI_-5_36_1","B7","6",12,"S12-0184","3","BHI","36",150625280,8.1778978672374
"B7_6_15_S12-0166_3_BHI_-5_24_1","B7","6",15,"S12-0166","3","BHI","24",599332032,8.77766748969229
"B7_6_15_S12-0180_3_BHI_-5_24_1","B7","6",15,"S12-0180","3","BHI","24",975551040,8.98924999624256
"B7_6_15_S12-0184_3_BHI_-5_24_1","B7","6",15,"S12-0184","3","BHI","24",307440640,8.48776127552921
"B7_6_15_S12-0166_3_BHIrif_-2_36_1","B7","6",15,"S12-0166","3","BHIrif","36",695896.875,5.84254488625317
"B7_6_15_S12-0166_3_BHI_-5_36_1","B7","6",15,"S12-0166","3","BHI","36",393656768,8.5951177225119
"B7_6_15_S12-0180_3_BHIrif_-1_36_2","B7","6",15,"S12-0180","3","BHIrif","36",2200,3.34242268082221
"B7_6_15_S12-0180_3_BHI_-5_36_1","B7","6",15,"S12-0180","3","BHI","36",536921664,8.7299109274608
"B7_6_15_S12-0184_3_BHIrif_-1_36_1","B7","6",15,"S12-0184","3","BHIrif","36",94548.132815,4.97565295659566
"B7_6_15_S12-0184_3_BHI_-5_36_1","B7","6",15,"S12-0184","3","BHI","36",183639040,8.26396501376185
"B7_6_18_S12-0166_3_BHI_-6_24_1","B7","6",18,"S12-0166","3","BHI","24",527214240,8.72198713199169
"B7_6_18_S12-0180_3_BHI_-4_24_1","B7","6",18,"S12-0180","3","BHI","24",46383480,7.66636332921141
"B7_6_18_S12-0184_3_BHI_-6_24_1","B7","6",18,"S12-0184","3","BHI","24",415482304,8.61855253127581
"B7_6_18_S12-0166_3_BHIrif_-4_36_1","B7","6",18,"S12-0166","3","BHIrif","36",263713272,8.42113198725009
"B7_6_18_S12-0180_3_BHI_-4_36_1","B7","6",18,"S12-0180","3","BHI","36",23086800,7.36336374068453
"B7_6_18_S12-0180_3_BHIrif_-1_36_2","B7","6",18,"S12-0180","3","BHIrif","36",0,1.69897000433602
"B7_6_18_S12-0166_3_BHI_-6_36_1","B7","6",18,"S12-0166","3","BHI","36",1083771392,9.03493768288184
"B7_6_18_S12-0184_3_BHIrif_-1_36_1","B7","6",18,"S12-0184","3","BHIrif","36",39780,4.59966477878842
"B7_6_18_S12-0184_3_BHI_-6_36_1","B7","6",18,"S12-0184","3","BHI","36",1227561472,9.08904324929353
"B7_6_21_S12-0166_3_BHI_-6_24_1","B7","6",21,"S12-0166","3","BHI","24",5915118080,9.77196341861409
"B7_6_21_S12-0184_3_BHI_-6_24_1","B7","6",21,"S12-0184","3","BHI","24",5714374656,9.75696871096785
"B7_6_21_S12-0180_3_BHI_-6_24_1","B7","6",21,"S12-0180","3","BHI","24",3451091200,9.53795643629334
"B7_6_21_S12-0166_3_BHIrif_-4_36_1","B7","6",21,"S12-0166","3","BHIrif","36",238271528,8.37707214989474
"B7_6_21_S12-0166_3_BHI_-6_36_1","B7","6",21,"S12-0166","3","BHI","36",8915048448,9.95012370765068
"B7_6_21_S12-0184_3_BHIrif_-3_36_1","B7","6",21,"S12-0184","3","BHIrif","36",3944240,6.59596333312122
"B7_6_21_S12-0180_3_BHI_-6_36_1","B7","6",21,"S12-0180","3","BHI","36",3027272960,9.4810515817353
"B7_6_21_S12-0180_3_BHIrif_-1_36_2","B7","6",21,"S12-0180","3","BHIrif","36",2600,3.41497334797082
"B7_6_21_S12-0184_3_BHI_-6_36_1","B7","6",21,"S12-0184","3","BHI","36",3525873152,9.5472666839198
"B7_6_24_S12-0166_3_BHI_-6_24_1","B7","6",24,"S12-0166","3","BHI","24",5912792064,9.7717926063718
"B7_6_24_S12-0184_3_BHI_-6_24_1","B7","6",24,"S12-0184","3","BHI","24",2326383360,9.3666812827974
"B7_6_24_S12-0180_3_BHI_-6_24_1","B7","6",24,"S12-0180","3","BHI","24",6546050048,9.81597932139471
"B7_6_24_S12-0166_3_BHIrif_-4_36_1","B7","6",24,"S12-0166","3","BHIrif","36",992675808,8.99680743803734
"B7_6_24_S12-0184_3_BHIrif_-1_36_2","B7","6",24,"S12-0184","3","BHIrif","36",0,1.74036268949424
"B7_6_24_S12-0180_3_BHI_-6_36_1","B7","6",24,"S12-0180","3","BHI","36",5541458432,9.74362407982105
"B7_6_24_S12-0180_3_BHIrif_-1_36_2","B7","6",24,"S12-0180","3","BHIrif","36",10400,4.01703333929878
"B7_6_24_S12-0166_3_BHI_-6_36_1","B7","6",24,"S12-0166","3","BHI","36",3151140864,9.49846781767432
"B7_6_24_S12-0184_3_BHI_-6_36_1","B7","6",24,"S12-0184","3","BHI","36",1586170496,9.20034986740296
"B7_6_27_S12-0166_3_BHI_-6_24_1","B7","6",27,"S12-0166","3","BHI","24",5638264832,9.75114547103452
"B7_6_27_S12-0184_3_BHI_-6_24_1","B7","6",27,"S12-0184","3","BHI","24",8634988544,9.93626176572735
"B7_6_27_S12-0180_3_BHI_-6_24_1","B7","6",27,"S12-0180","3","BHI","24",6295378944,9.79902187714998
"B7_6_27_S12-0166_3_BHIrif_-5_36_1","B7","6",27,"S12-0166","3","BHIrif","36",566279056,8.75303049941245
"B7_6_27_S12-0180_3_BHIrif_-3_36_1","B7","6",27,"S12-0180","3","BHIrif","36",169540,5.22927217882129
"B7_6_27_S12-0166_3_BHI_-6_36_1","B7","6",27,"S12-0166","3","BHI","36",3452754432,9.53816569140483
"B7_6_27_S12-0184_3_BHIrif_-1_36_2","B7","6",27,"S12-0184","3","BHIrif","36",380046.57815,5.57983682660068
"B7_6_27_S12-0180_3_BHI_-6_36_1","B7","6",27,"S12-0180","3","BHI","36",5013999616,9.70018429636151
"B7_6_27_S12-0184_3_BHI_-6_36_1","B7","6",27,"S12-0184","3","BHI","36",7371331072,9.86754591730662
"B7_6_30_S12-0166_3_BHI_-6_24_1","B7","6",30,"S12-0166","3","BHI","24",5814436352,9.76450762085628
"B7_6_30_S12-0180_3_BHI_-6_24_1","B7","6",30,"S12-0180","3","BHI","24",3665887744,9.56417916196068
"B7_6_30_S12-0184_3_BHI_-6_24_1","B7","6",30,"S12-0184","3","BHI","24",2410551296,9.38211637760816
"B7_6_30_S12-0166_3_BHIrif_-5_36_1","B7","6",30,"S12-0166","3","BHIrif","36",233835064,8.36890963496917
"B7_6_30_S12-0166_3_BHI_-6_36_1","B7","6",30,"S12-0166","3","BHI","36",4249613056,9.62834938762808
"B7_6_30_S12-0180_3_BHIrif_-3_36_1","B7","6",30,"S12-0180","3","BHIrif","36",2068040,6.31555893462078
"B7_6_30_S12-0180_3_BHI_-6_36_1","B7","6",30,"S12-0180","3","BHI","36",2898608640,9.46218958239122
"B7_6_30_S12-0184_3_BHIrif_-1_36_1","B7","6",30,"S12-0184","3","BHIrif","36",153978.38285,5.18745975416154
"B7_6_30_S12-0184_3_BHI_-5_36_1","B7","6",30,"S12-0184","3","BHI","36",260425872,8.41568412701096
"B8_10_0_S12-0116_1_BHIrif_-1_24_1","B8","10",0,"S12-0116","1","BHIrif","24",110,2.04139268515822
"B8_10_0_S12-0132_1_BHIrif_-1_24_2","B8","10",0,"S12-0132","1","BHIrif","24",0,1.69897000433602
"B8_10_0_S12-0116_1_BHI_-1_24_1","B8","10",0,"S12-0116","1","BHI","24",2200,3.34242268082221
"B8_10_0_S12-0141_1_BHIrif_-1_24_1","B8","10",0,"S12-0141","1","BHIrif","24",600,2.77815125038364
"B8_10_0_S12-0132_1_BHI_-1_24_1","B8","10",0,"S12-0132","1","BHI","24",3000,3.47712125471966
"B8_10_0_S12-0141_1_BHI_-1_24_1","B8","10",0,"S12-0141","1","BHI","24",5200,3.7160033436348
"B8_10_1_S12-0116_1_BHIrif_-1_24_1","B8","10",1,"S12-0116","1","BHIrif","24",110,2.04139268515822
"B8_10_1_S12-0132_1_BHI_-1_24_1","B8","10",1,"S12-0132","1","BHI","24",7040,3.84757265914211
"B8_10_1_S12-0132_1_BHIrif_-1_24_2","B8","10",1,"S12-0132","1","BHIrif","24",110,2.04139268515822
"B8_10_1_S12-0116_1_BHI_-1_24_1","B8","10",1,"S12-0116","1","BHI","24",16720,4.223236273103
"B8_10_1_S12-0141_1_BHIrif_-1_24_2","B8","10",1,"S12-0141","1","BHIrif","24",3190,3.50379068305718
"B8_10_1_S12-0141_1_BHI_-1_24_1","B8","10",1,"S12-0141","1","BHI","24",12980,4.11327469246435
"B8_10_2_S12-0116_1_BHIrif_-1_24_1","B8","10",2,"S12-0116","1","BHIrif","24",0,1.74036268949424
"B8_10_2_S12-0141_1_BHI_-1_24_2","B8","10",2,"S12-0141","1","BHI","24",276397.5,5.44153411055051
"B8_10_2_S12-0141_1_BHIrif_-1_24_2","B8","10",2,"S12-0141","1","BHIrif","24",17500,4.24303804868629
"B8_10_2_S12-0132_1_BHI_-1_24_1","B8","10",2,"S12-0132","1","BHI","24",25520,4.40688067004912
"B8_10_2_S12-0132_1_BHIrif_-1_24_2","B8","10",2,"S12-0132","1","BHIrif","24",0,1.74036268949424
"B8_10_2_S12-0116_1_BHI_-1_24_1","B8","10",2,"S12-0116","1","BHI","24",109135.5547,5.03796626016201
"B8_10_3_S12-0116_1_BHIrif_-1_24_1","B8","10",3,"S12-0116","1","BHIrif","24",100,2
"B8_10_3_S12-0132_1_BHI_-3_24_1","B8","10",3,"S12-0132","1","BHI","24",976236.375,5.98955498562686
"B8_10_3_S12-0132_1_BHIrif_-1_24_2","B8","10",3,"S12-0132","1","BHIrif","24",220,2.34242268082221
"B8_10_3_S12-0116_1_BHI_-3_24_1","B8","10",3,"S12-0116","1","BHI","24",2902520,6.46277522095487
"B8_10_3_S12-0141_1_BHI_-3_24_1","B8","10",3,"S12-0141","1","BHI","24",800280,5.90324196346628
"B8_10_3_S12-0141_1_BHIrif_-1_24_3","B8","10",3,"S12-0141","1","BHIrif","24",2210742.25,6.34453811122279
"B8_10_4_S12-0116_1_BHIrif_-1_24_1","B8","10",4,"S12-0116","1","BHIrif","24",700,2.84509804001426
"B8_10_4_S12-0132_1_BHIrif_-1_24_1","B8","10",4,"S12-0132","1","BHIrif","24",220,2.34242268082221
"B8_10_4_S12-0116_1_BHI_-2_24_1","B8","10",4,"S12-0116","1","BHI","24",48300,4.68394713075151
"B8_10_4_S12-0141_1_BHI_-2_24_1","B8","10",4,"S12-0141","1","BHI","24",1646357.625,6.21652417941453
"B8_10_4_S12-0141_1_BHIrif_-1_24_2","B8","10",4,"S12-0141","1","BHIrif","24",5940,3.77378644498119
"B8_10_4_S12-0132_1_BHI_-2_24_1","B8","10",4,"S12-0132","1","BHI","24",206460,5.31483592300457
"B8_10_6_S12-0116_1_BHIrif_-3_24_1","B8","10",6,"S12-0116","1","BHIrif","24",53570,4.72892164637286
"B8_10_6_S12-0132_1_BHIrif_-1_24_2","B8","10",6,"S12-0132","1","BHIrif","24",700,2.84509804001426
"B8_10_6_S12-0116_1_BHI_-3_24_1","B8","10",6,"S12-0116","1","BHI","24",2439360,6.38727589808994
"B8_10_6_S12-0141_1_BHI_-5_24_1","B8","10",6,"S12-0141","1","BHI","24",36445280,7.56164129115365
"B8_10_6_S12-0141_1_BHIrif_-2_24_2","B8","10",6,"S12-0141","1","BHIrif","24",2680584.25,6.42822946152779
"B8_10_6_S12-0132_1_BHI_-3_24_1","B8","10",6,"S12-0132","1","BHI","24",19579968,7.29181197769006
"B8_10_9_S12-0116_1_BHIrif_-1_24_1","B8","10",9,"S12-0116","1","BHIrif","24",206250.00785,5.31439397375147
"B8_10_9_S12-0116_1_BHI_-5_24_1","B8","10",9,"S12-0116","1","BHI","24",5.5e+07,7.74036268949424
"B8_10_9_S12-0132_1_BHIrif_-3_24_2","B8","10",9,"S12-0132","1","BHIrif","24",13699091,7.13669175060303
"B8_10_9_S12-0132_1_BHI_-5_24_1","B8","10",9,"S12-0132","1","BHI","24",146384032,8.16549370518885
"B8_10_9_S12-0141_1_BHIrif_-3_24_1","B8","10",9,"S12-0141","1","BHIrif","24",6393935.5,6.80576825093233
"B8_10_9_S12-0141_1_BHI_-5_24_1","B8","10",9,"S12-0141","1","BHI","24",72920160,7.86284761290451
"B8_10_12_S12-0116_1_BHIrif_-4_24_1","B8","10",12,"S12-0116","1","BHIrif","24",4791600,6.68048055624196
"B8_10_12_S12-0116_1_BHI_-5_24_1","B8","10",12,"S12-0116","1","BHI","24",37026340,7.56851078479149
"B8_10_12_S12-0132_1_BHIrif_-4_24_1","B8","10",12,"S12-0132","1","BHIrif","24",9572960,6.9810462442453
"B8_10_12_S12-0132_1_BHI_-5_24_1","B8","10",12,"S12-0132","1","BHI","24",150718752,8.17816728936496
"B8_10_12_S12-0141_1_BHIrif_-2_24_1","B8","10",12,"S12-0141","1","BHIrif","24",10325195.5,7.01389828345361
"B8_10_12_S12-0141_1_BHI_-5_24_1","B8","10",12,"S12-0141","1","BHI","24",450748608,8.65393439421008
"B8_10_15_S12-0116_1_BHIrif_-4_24_1","B8","10",15,"S12-0116","1","BHIrif","24",21033690,7.3229154688851
"B8_10_15_S12-0141_1_BHI_-6_24_1","B8","10",15,"S12-0141","1","BHI","24",397420544,8.59925031349152
"B8_10_15_S12-0141_1_BHIrif_-4_24_2","B8","10",15,"S12-0141","1","BHIrif","24",8065410,6.90662644937057
"B8_10_15_S12-0132_1_BHI_-6_24_1","B8","10",15,"S12-0132","1","BHI","24",1896394240,9.27792862754757
"B8_10_15_S12-0132_1_BHIrif_-4_24_2","B8","10",15,"S12-0132","1","BHIrif","24",17228870,7.23625679405523
"B8_10_15_S12-0116_1_BHI_-6_24_1","B8","10",15,"S12-0116","1","BHI","24",1665677440,9.22159090367875
"B8_10_18_S12-0116_1_BHIrif_-4_24_1","B8","10",18,"S12-0116","1","BHIrif","24",197301160,8.29512963862329
"B8_10_18_S12-0132_1_BHI_-6_24_1","B8","10",18,"S12-0132","1","BHI","24",2182409472,9.33893623788676
"B8_10_18_S12-0132_1_BHIrif_-4_24_2","B8","10",18,"S12-0132","1","BHIrif","24",293520640,8.46763864569585
"B8_10_18_S12-0116_1_BHI_-6_24_1","B8","10",18,"S12-0116","1","BHI","24",7125012480,9.85278562938095
"B8_10_18_S12-0141_1_BHIrif_-4_24_2","B8","10",18,"S12-0141","1","BHIrif","24",298876624,8.47549194894758
"B8_10_18_S12-0141_1_BHI_-6_24_1","B8","10",18,"S12-0141","1","BHI","24",1315478400,9.11908372141615
"B8_10_21_S12-0116_1_BHIrif_-5_24_1","B8","10",21,"S12-0116","1","BHIrif","24",14552440,7.16293581735581
"B8_10_21_S12-0132_1_BHIrif_-3_24_1","B8","10",21,"S12-0132","1","BHIrif","24",40086954,7.60300305771599
"B8_10_21_S12-0116_1_BHI_-6_24_1","B8","10",21,"S12-0116","1","BHI","24",4344930304,9.63798281442543
"B8_10_21_S12-0141_1_BHIrif_-5_24_2","B8","10",21,"S12-0141","1","BHIrif","24",281646864,8.44970491994177
"B8_10_21_S12-0132_1_BHI_-6_24_1","B8","10",21,"S12-0132","1","BHI","24",7141214208,9.85377206037586
"B8_10_21_S12-0141_1_BHI_-6_24_1","B8","10",21,"S12-0141","1","BHI","24",5516554240,9.74166789261652
"B8_10_24_S12-0116_1_BHIrif_-5_24_1","B8","10",24,"S12-0116","1","BHIrif","24",41715640,7.62029891090285
"B8_10_24_S12-0132_1_BHIrif_-5_24_1","B8","10",24,"S12-0132","1","BHIrif","24",225486296,8.35312015263336
"B8_10_24_S12-0116_1_BHI_-6_24_1","B8","10",24,"S12-0116","1","BHI","24",6589415424,9.81884688813088
"B8_10_24_S12-0132_1_BHI_-6_24_1","B8","10",24,"S12-0132","1","BHI","24",2358929664,9.37271499175797
"B8_10_24_S12-0141_1_BHIrif_-5_24_1","B8","10",24,"S12-0141","1","BHIrif","24",108480880,8.03535319954653
"B8_10_24_S12-0141_1_BHI_-6_24_1","B8","10",24,"S12-0141","1","BHI","24",12277850112,10.0891223272094
"B9_10_0_S12-0166_1_BHI_-3_24_1","B9","10",0,"S12-0166","1","BHI","24",1990920,6.29905380937116
"B9_10_0_S12-0184_1_BHI_-3_24_1","B9","10",0,"S12-0184","1","BHI","24",410800,5.61363043492524
"B9_10_0_S12-0180_1_BHI_-3_24_1","B9","10",0,"S12-0180","1","BHI","24",1141160,6.05734654033894
