"day","prop_spoiled","adj","param"
1,0,0.4,"b_mumax"
2,0,0.4,"b_mumax"
3,0,0.4,"b_mumax"
4,0,0.4,"b_mumax"
5,0,0.4,"b_mumax"
6,0,0.4,"b_mumax"
7,0,0.4,"b_mumax"
8,0,0.4,"b_mumax"
9,0.001,0.4,"b_mumax"
10,0.002,0.4,"b_mumax"
11,0.003,0.4,"b_mumax"
12,0.004,0.4,"b_mumax"
13,0.007,0.4,"b_mumax"
14,0.009,0.4,"b_mumax"
15,0.012,0.4,"b_mumax"
16,0.017,0.4,"b_mumax"
17,0.02,0.4,"b_mumax"
18,0.023,0.4,"b_mumax"
19,0.028,0.4,"b_mumax"
20,0.031,0.4,"b_mumax"
21,0.036,0.4,"b_mumax"
22,0.042,0.4,"b_mumax"
1,0,0.6,"b_mumax"
2,0,0.6,"b_mumax"
3,0,0.6,"b_mumax"
4,0,0.6,"b_mumax"
5,0.001,0.6,"b_mumax"
6,0.004,0.6,"b_mumax"
7,0.009,0.6,"b_mumax"
8,0.018,0.6,"b_mumax"
9,0.023,0.6,"b_mumax"
10,0.034,0.6,"b_mumax"
11,0.044,0.6,"b_mumax"
12,0.05,0.6,"b_mumax"
13,0.058,0.6,"b_mumax"
14,0.067,0.6,"b_mumax"
15,0.076,0.6,"b_mumax"
16,0.081,0.6,"b_mumax"
17,0.09,0.6,"b_mumax"
18,0.097,0.6,"b_mumax"
19,0.107,0.6,"b_mumax"
20,0.111,0.6,"b_mumax"
21,0.123,0.6,"b_mumax"
22,0.131,0.6,"b_mumax"
1,0,0.8,"b_mumax"
2,0,0.8,"b_mumax"
3,0,0.8,"b_mumax"
4,0.004,0.8,"b_mumax"
5,0.015,0.8,"b_mumax"
6,0.03,0.8,"b_mumax"
7,0.044,0.8,"b_mumax"
8,0.06,0.8,"b_mumax"
9,0.074,0.8,"b_mumax"
10,0.086,0.8,"b_mumax"
11,0.1,0.8,"b_mumax"
12,0.11,0.8,"b_mumax"
13,0.126,0.8,"b_mumax"
14,0.144,0.8,"b_mumax"
15,0.163,0.8,"b_mumax"
16,0.176,0.8,"b_mumax"
17,0.19,0.8,"b_mumax"
18,0.207,0.8,"b_mumax"
19,0.226,0.8,"b_mumax"
20,0.239,0.8,"b_mumax"
21,0.248,0.8,"b_mumax"
22,0.257,0.8,"b_mumax"
1,0,1,"b_mumax"
2,0,1,"b_mumax"
3,0.003,1,"b_mumax"
4,0.022,1,"b_mumax"
5,0.043,1,"b_mumax"
6,0.066,1,"b_mumax"
7,0.085,1,"b_mumax"
8,0.106,1,"b_mumax"
9,0.124,1,"b_mumax"
10,0.155,1,"b_mumax"
11,0.176,1,"b_mumax"
12,0.199,1,"b_mumax"
13,0.227,1,"b_mumax"
14,0.245,1,"b_mumax"
15,0.256,1,"b_mumax"
16,0.277,1,"b_mumax"
17,0.295,1,"b_mumax"
18,0.304,1,"b_mumax"
19,0.32,1,"b_mumax"
20,0.337,1,"b_mumax"
21,0.349,1,"b_mumax"
22,0.362,1,"b_mumax"
1,0,1.2,"b_mumax"
2,0,1.2,"b_mumax"
3,0.015,1.2,"b_mumax"
4,0.048,1.2,"b_mumax"
5,0.08,1.2,"b_mumax"
6,0.106,1.2,"b_mumax"
7,0.132,1.2,"b_mumax"
8,0.169,1.2,"b_mumax"
9,0.199,1.2,"b_mumax"
10,0.233,1.2,"b_mumax"
11,0.251,1.2,"b_mumax"
12,0.284,1.2,"b_mumax"
13,0.301,1.2,"b_mumax"
14,0.319,1.2,"b_mumax"
15,0.344,1.2,"b_mumax"
16,0.359,1.2,"b_mumax"
17,0.376,1.2,"b_mumax"
18,0.393,1.2,"b_mumax"
19,0.399,1.2,"b_mumax"
20,0.415,1.2,"b_mumax"
21,0.428,1.2,"b_mumax"
22,0.433,1.2,"b_mumax"
1,0,1.4,"b_mumax"
2,0.005,1.4,"b_mumax"
3,0.031,1.4,"b_mumax"
4,0.078,1.4,"b_mumax"
5,0.11,1.4,"b_mumax"
6,0.148,1.4,"b_mumax"
7,0.196,1.4,"b_mumax"
8,0.233,1.4,"b_mumax"
9,0.264,1.4,"b_mumax"
10,0.299,1.4,"b_mumax"
11,0.322,1.4,"b_mumax"
12,0.35,1.4,"b_mumax"
13,0.378,1.4,"b_mumax"
14,0.391,1.4,"b_mumax"
15,0.409,1.4,"b_mumax"
16,0.425,1.4,"b_mumax"
17,0.438,1.4,"b_mumax"
18,0.451,1.4,"b_mumax"
19,0.454,1.4,"b_mumax"
20,0.467,1.4,"b_mumax"
21,0.477,1.4,"b_mumax"
22,0.489,1.4,"b_mumax"
1,0,1.6,"b_mumax"
2,0.01,1.6,"b_mumax"
3,0.058,1.6,"b_mumax"
4,0.1,1.6,"b_mumax"
5,0.154,1.6,"b_mumax"
6,0.206,1.6,"b_mumax"
7,0.243,1.6,"b_mumax"
8,0.296,1.6,"b_mumax"
9,0.328,1.6,"b_mumax"
10,0.362,1.6,"b_mumax"
11,0.387,1.6,"b_mumax"
12,0.405,1.6,"b_mumax"
13,0.431,1.6,"b_mumax"
14,0.443,1.6,"b_mumax"
15,0.45,1.6,"b_mumax"
16,0.466,1.6,"b_mumax"
17,0.48,1.6,"b_mumax"
18,0.49,1.6,"b_mumax"
19,0.504,1.6,"b_mumax"
20,0.52,1.6,"b_mumax"
21,0.539,1.6,"b_mumax"
22,0.551,1.6,"b_mumax"
