"day","prop_fail","adj","param"
1,0,0.4,"mumax"
2,0,0.4,"mumax"
3,0,0.4,"mumax"
4,0,0.4,"mumax"
5,0,0.4,"mumax"
6,0,0.4,"mumax"
7,0,0.4,"mumax"
8,0,0.4,"mumax"
9,0,0.4,"mumax"
10,0,0.4,"mumax"
11,0,0.4,"mumax"
12,0.001,0.4,"mumax"
13,0.001,0.4,"mumax"
14,0.005,0.4,"mumax"
15,0.014,0.4,"mumax"
16,0.02,0.4,"mumax"
17,0.025,0.4,"mumax"
18,0.032,0.4,"mumax"
19,0.036,0.4,"mumax"
20,0.044,0.4,"mumax"
21,0.045,0.4,"mumax"
22,0.046,0.4,"mumax"
1,0,0.6,"mumax"
2,0,0.6,"mumax"
3,0,0.6,"mumax"
4,0,0.6,"mumax"
5,0,0.6,"mumax"
6,0,0.6,"mumax"
7,0,0.6,"mumax"
8,0,0.6,"mumax"
9,0.001,0.6,"mumax"
10,0.002,0.6,"mumax"
11,0.006,0.6,"mumax"
12,0.019,0.6,"mumax"
13,0.031,0.6,"mumax"
14,0.038,0.6,"mumax"
15,0.045,0.6,"mumax"
16,0.047,0.6,"mumax"
17,0.056,0.6,"mumax"
18,0.062,0.6,"mumax"
19,0.066,0.6,"mumax"
20,0.068,0.6,"mumax"
21,0.071,0.6,"mumax"
22,0.077,0.6,"mumax"
1,0,0.8,"mumax"
2,0,0.8,"mumax"
3,0,0.8,"mumax"
4,0,0.8,"mumax"
5,0,0.8,"mumax"
6,0,0.8,"mumax"
7,0.001,0.8,"mumax"
8,0.002,0.8,"mumax"
9,0.006,0.8,"mumax"
10,0.015,0.8,"mumax"
11,0.035,0.8,"mumax"
12,0.044,0.8,"mumax"
13,0.053,0.8,"mumax"
14,0.062,0.8,"mumax"
15,0.067,0.8,"mumax"
16,0.071,0.8,"mumax"
17,0.076,0.8,"mumax"
18,0.078,0.8,"mumax"
19,0.087,0.8,"mumax"
20,0.094,0.8,"mumax"
21,0.104,0.8,"mumax"
22,0.117,0.8,"mumax"
1,0,1,"mumax"
2,0,1,"mumax"
3,0,1,"mumax"
4,0,1,"mumax"
5,0,1,"mumax"
6,0.001,1,"mumax"
7,0.004,1,"mumax"
8,0.009,1,"mumax"
9,0.015,1,"mumax"
10,0.039,1,"mumax"
11,0.053,1,"mumax"
12,0.064,1,"mumax"
13,0.07,1,"mumax"
14,0.075,1,"mumax"
15,0.079,1,"mumax"
16,0.092,1,"mumax"
17,0.102,1,"mumax"
18,0.112,1,"mumax"
19,0.135,1,"mumax"
20,0.152,1,"mumax"
21,0.162,1,"mumax"
22,0.188,1,"mumax"
1,0,1.2,"mumax"
2,0,1.2,"mumax"
3,0,1.2,"mumax"
4,0,1.2,"mumax"
5,0.001,1.2,"mumax"
6,0.005,1.2,"mumax"
7,0.009,1.2,"mumax"
8,0.015,1.2,"mumax"
9,0.043,1.2,"mumax"
10,0.058,1.2,"mumax"
11,0.069,1.2,"mumax"
12,0.074,1.2,"mumax"
13,0.081,1.2,"mumax"
14,0.093,1.2,"mumax"
15,0.107,1.2,"mumax"
16,0.126,1.2,"mumax"
17,0.148,1.2,"mumax"
18,0.157,1.2,"mumax"
19,0.178,1.2,"mumax"
20,0.201,1.2,"mumax"
21,0.222,1.2,"mumax"
22,0.258,1.2,"mumax"
1,0,1.4,"mumax"
2,0,1.4,"mumax"
3,0,1.4,"mumax"
4,0,1.4,"mumax"
5,0.002,1.4,"mumax"
6,0.009,1.4,"mumax"
7,0.015,1.4,"mumax"
8,0.029,1.4,"mumax"
9,0.058,1.4,"mumax"
10,0.073,1.4,"mumax"
11,0.078,1.4,"mumax"
12,0.088,1.4,"mumax"
13,0.102,1.4,"mumax"
14,0.125,1.4,"mumax"
15,0.145,1.4,"mumax"
16,0.158,1.4,"mumax"
17,0.177,1.4,"mumax"
18,0.2,1.4,"mumax"
19,0.219,1.4,"mumax"
20,0.258,1.4,"mumax"
21,0.274,1.4,"mumax"
22,0.277,1.4,"mumax"
1,0,1.6,"mumax"
2,0,1.6,"mumax"
3,0,1.6,"mumax"
4,0.001,1.6,"mumax"
5,0.009,1.6,"mumax"
6,0.015,1.6,"mumax"
7,0.018,1.6,"mumax"
8,0.05,1.6,"mumax"
9,0.073,1.6,"mumax"
10,0.079,1.6,"mumax"
11,0.091,1.6,"mumax"
12,0.109,1.6,"mumax"
13,0.134,1.6,"mumax"
14,0.152,1.6,"mumax"
15,0.165,1.6,"mumax"
16,0.187,1.6,"mumax"
17,0.207,1.6,"mumax"
18,0.233,1.6,"mumax"
19,0.268,1.6,"mumax"
20,0.277,1.6,"mumax"
21,0.278,1.6,"mumax"
22,0.278,1.6,"mumax"
