"day","prop_fail","adj","param"
1,0,0.4,"temp"
2,0,0.4,"temp"
3,0,0.4,"temp"
4,0,0.4,"temp"
5,0,0.4,"temp"
6,0,0.4,"temp"
7,0.002,0.4,"temp"
8,0.004,0.4,"temp"
9,0.005,0.4,"temp"
10,0.022,0.4,"temp"
11,0.031,0.4,"temp"
12,0.035,0.4,"temp"
13,0.041,0.4,"temp"
14,0.05,0.4,"temp"
15,0.053,0.4,"temp"
16,0.06,0.4,"temp"
17,0.069,0.4,"temp"
18,0.083,0.4,"temp"
19,0.093,0.4,"temp"
20,0.104,0.4,"temp"
21,0.119,0.4,"temp"
22,0.144,0.4,"temp"
1,0,0.6,"temp"
2,0,0.6,"temp"
3,0,0.6,"temp"
4,0,0.6,"temp"
5,0,0.6,"temp"
6,0.001,0.6,"temp"
7,0.003,0.6,"temp"
8,0.005,0.6,"temp"
9,0.008,0.6,"temp"
10,0.026,0.6,"temp"
11,0.033,0.6,"temp"
12,0.038,0.6,"temp"
13,0.046,0.6,"temp"
14,0.057,0.6,"temp"
15,0.064,0.6,"temp"
16,0.071,0.6,"temp"
17,0.08,0.6,"temp"
18,0.097,0.6,"temp"
19,0.106,0.6,"temp"
20,0.115,0.6,"temp"
21,0.132,0.6,"temp"
22,0.152,0.6,"temp"
1,0,0.8,"temp"
2,0,0.8,"temp"
3,0,0.8,"temp"
4,0,0.8,"temp"
5,0,0.8,"temp"
6,0.001,0.8,"temp"
7,0.004,0.8,"temp"
8,0.011,0.8,"temp"
9,0.019,0.8,"temp"
10,0.036,0.8,"temp"
11,0.046,0.8,"temp"
12,0.055,0.8,"temp"
13,0.064,0.8,"temp"
14,0.07,0.8,"temp"
15,0.077,0.8,"temp"
16,0.09,0.8,"temp"
17,0.104,0.8,"temp"
18,0.115,0.8,"temp"
19,0.128,0.8,"temp"
20,0.142,0.8,"temp"
21,0.156,0.8,"temp"
22,0.178,0.8,"temp"
1,0,1,"temp"
2,0,1,"temp"
3,0,1,"temp"
4,0,1,"temp"
5,0,1,"temp"
6,0.001,1,"temp"
7,0.004,1,"temp"
8,0.009,1,"temp"
9,0.015,1,"temp"
10,0.039,1,"temp"
11,0.053,1,"temp"
12,0.064,1,"temp"
13,0.07,1,"temp"
14,0.075,1,"temp"
15,0.079,1,"temp"
16,0.092,1,"temp"
17,0.102,1,"temp"
18,0.112,1,"temp"
19,0.135,1,"temp"
20,0.152,1,"temp"
21,0.162,1,"temp"
22,0.188,1,"temp"
1,0,1.2,"temp"
2,0,1.2,"temp"
3,0,1.2,"temp"
4,0,1.2,"temp"
5,0,1.2,"temp"
6,0.004,1.2,"temp"
7,0.006,1.2,"temp"
8,0.011,1.2,"temp"
9,0.022,1.2,"temp"
10,0.047,1.2,"temp"
11,0.057,1.2,"temp"
12,0.073,1.2,"temp"
13,0.081,1.2,"temp"
14,0.091,1.2,"temp"
15,0.1,1.2,"temp"
16,0.107,1.2,"temp"
17,0.118,1.2,"temp"
18,0.13,1.2,"temp"
19,0.142,1.2,"temp"
20,0.162,1.2,"temp"
21,0.176,1.2,"temp"
22,0.192,1.2,"temp"
1,0,1.2,"temp"
2,0,1.2,"temp"
3,0,1.2,"temp"
4,0,1.2,"temp"
5,0,1.2,"temp"
6,0.004,1.2,"temp"
7,0.006,1.2,"temp"
8,0.011,1.2,"temp"
9,0.022,1.2,"temp"
10,0.047,1.2,"temp"
11,0.057,1.2,"temp"
12,0.073,1.2,"temp"
13,0.081,1.2,"temp"
14,0.091,1.2,"temp"
15,0.1,1.2,"temp"
16,0.107,1.2,"temp"
17,0.118,1.2,"temp"
18,0.13,1.2,"temp"
19,0.142,1.2,"temp"
20,0.162,1.2,"temp"
21,0.176,1.2,"temp"
22,0.192,1.2,"temp"
1,0,1.4,"temp"
2,0,1.4,"temp"
3,0,1.4,"temp"
4,0,1.4,"temp"
5,0,1.4,"temp"
6,0.001,1.4,"temp"
7,0.003,1.4,"temp"
8,0.007,1.4,"temp"
9,0.017,1.4,"temp"
10,0.058,1.4,"temp"
11,0.07,1.4,"temp"
12,0.083,1.4,"temp"
13,0.092,1.4,"temp"
14,0.1,1.4,"temp"
15,0.108,1.4,"temp"
16,0.118,1.4,"temp"
17,0.133,1.4,"temp"
18,0.144,1.4,"temp"
19,0.16,1.4,"temp"
20,0.176,1.4,"temp"
21,0.192,1.4,"temp"
22,0.215,1.4,"temp"
1,0,1.6,"temp"
2,0,1.6,"temp"
3,0,1.6,"temp"
4,0,1.6,"temp"
5,0,1.6,"temp"
6,0.003,1.6,"temp"
7,0.008,1.6,"temp"
8,0.016,1.6,"temp"
9,0.023,1.6,"temp"
10,0.063,1.6,"temp"
11,0.08,1.6,"temp"
12,0.092,1.6,"temp"
13,0.109,1.6,"temp"
14,0.116,1.6,"temp"
15,0.125,1.6,"temp"
16,0.134,1.6,"temp"
17,0.144,1.6,"temp"
18,0.16,1.6,"temp"
19,0.174,1.6,"temp"
20,0.188,1.6,"temp"
21,0.199,1.6,"temp"
22,0.209,1.6,"temp"
