"day","prop_fail","adj","param"
1,0,0.4,"n0"
2,0,0.4,"n0"
3,0,0.4,"n0"
4,0,0.4,"n0"
5,0,0.4,"n0"
6,0,0.4,"n0"
7,0,0.4,"n0"
8,0.001,0.4,"n0"
9,0.002,0.4,"n0"
10,0.006,0.4,"n0"
11,0.017,0.4,"n0"
12,0.031,0.4,"n0"
13,0.039,0.4,"n0"
14,0.044,0.4,"n0"
15,0.055,0.4,"n0"
16,0.062,0.4,"n0"
17,0.066,0.4,"n0"
18,0.068,0.4,"n0"
19,0.073,0.4,"n0"
20,0.077,0.4,"n0"
21,0.078,0.4,"n0"
22,0.085,0.4,"n0"
1,0,0.6,"n0"
2,0,0.6,"n0"
3,0,0.6,"n0"
4,0,0.6,"n0"
5,0,0.6,"n0"
6,0,0.6,"n0"
7,0.001,0.6,"n0"
8,0.002,0.6,"n0"
9,0.005,0.6,"n0"
10,0.01,0.6,"n0"
11,0.028,0.6,"n0"
12,0.039,0.6,"n0"
13,0.046,0.6,"n0"
14,0.056,0.6,"n0"
15,0.063,0.6,"n0"
16,0.067,0.6,"n0"
17,0.072,0.6,"n0"
18,0.077,0.6,"n0"
19,0.078,0.6,"n0"
20,0.088,0.6,"n0"
21,0.096,0.6,"n0"
22,0.103,0.6,"n0"
1,0,0.8,"n0"
2,0,0.8,"n0"
3,0,0.8,"n0"
4,0,0.8,"n0"
5,0,0.8,"n0"
6,0,0.8,"n0"
7,0.001,0.8,"n0"
8,0.005,0.8,"n0"
9,0.009,0.8,"n0"
10,0.026,0.8,"n0"
11,0.039,0.8,"n0"
12,0.048,0.8,"n0"
13,0.062,0.8,"n0"
14,0.067,0.8,"n0"
15,0.071,0.8,"n0"
16,0.076,0.8,"n0"
17,0.079,0.8,"n0"
18,0.088,0.8,"n0"
19,0.098,0.8,"n0"
20,0.109,0.8,"n0"
21,0.123,0.8,"n0"
22,0.142,0.8,"n0"
1,0,1,"n0"
2,0,1,"n0"
3,0,1,"n0"
4,0,1,"n0"
5,0,1,"n0"
6,0.001,1,"n0"
7,0.004,1,"n0"
8,0.009,1,"n0"
9,0.015,1,"n0"
10,0.039,1,"n0"
11,0.053,1,"n0"
12,0.064,1,"n0"
13,0.07,1,"n0"
14,0.075,1,"n0"
15,0.079,1,"n0"
16,0.092,1,"n0"
17,0.102,1,"n0"
18,0.112,1,"n0"
19,0.135,1,"n0"
20,0.152,1,"n0"
21,0.162,1,"n0"
22,0.188,1,"n0"
1,0,1.2,"n0"
2,0,1.2,"n0"
3,0,1.2,"n0"
4,0,1.2,"n0"
5,0.001,1.2,"n0"
6,0.003,1.2,"n0"
7,0.009,1.2,"n0"
8,0.015,1.2,"n0"
9,0.039,1.2,"n0"
10,0.056,1.2,"n0"
11,0.069,1.2,"n0"
12,0.074,1.2,"n0"
13,0.079,1.2,"n0"
14,0.092,1.2,"n0"
15,0.104,1.2,"n0"
16,0.123,1.2,"n0"
17,0.144,1.2,"n0"
18,0.156,1.2,"n0"
19,0.176,1.2,"n0"
20,0.196,1.2,"n0"
21,0.216,1.2,"n0"
22,0.252,1.2,"n0"
1,0,1.4,"n0"
2,0,1.4,"n0"
3,0,1.4,"n0"
4,0,1.4,"n0"
5,0.002,1.4,"n0"
6,0.009,1.4,"n0"
7,0.015,1.4,"n0"
8,0.032,1.4,"n0"
9,0.064,1.4,"n0"
10,0.073,1.4,"n0"
11,0.078,1.4,"n0"
12,0.093,1.4,"n0"
13,0.111,1.4,"n0"
14,0.129,1.4,"n0"
15,0.152,1.4,"n0"
16,0.163,1.4,"n0"
17,0.185,1.4,"n0"
18,0.205,1.4,"n0"
19,0.225,1.4,"n0"
20,0.258,1.4,"n0"
21,0.275,1.4,"n0"
22,0.277,1.4,"n0"
1,0,1.6,"n0"
2,0,1.6,"n0"
3,0,1.6,"n0"
4,0.001,1.6,"n0"
5,0.009,1.6,"n0"
6,0.015,1.6,"n0"
7,0.025,1.6,"n0"
8,0.069,1.6,"n0"
9,0.077,1.6,"n0"
10,0.091,1.6,"n0"
11,0.116,1.6,"n0"
12,0.138,1.6,"n0"
13,0.157,1.6,"n0"
14,0.175,1.6,"n0"
15,0.195,1.6,"n0"
16,0.21,1.6,"n0"
17,0.239,1.6,"n0"
18,0.265,1.6,"n0"
19,0.277,1.6,"n0"
20,0.279,1.6,"n0"
21,0.279,1.6,"n0"
22,0.28,1.6,"n0"
