"day","prop_spoiled","adj","param"
1,0,0.4,"n0"
2,0,0.4,"n0"
3,0,0.4,"n0"
4,0,0.4,"n0"
5,0,0.4,"n0"
6,0,0.4,"n0"
7,0,0.4,"n0"
8,0.004,0.4,"n0"
9,0.008,0.4,"n0"
10,0.013,0.4,"n0"
11,0.045,0.4,"n0"
12,0.072,0.4,"n0"
13,0.09,0.4,"n0"
14,0.105,0.4,"n0"
15,0.119,0.4,"n0"
16,0.133,0.4,"n0"
17,0.146,0.4,"n0"
18,0.16,0.4,"n0"
19,0.173,0.4,"n0"
20,0.185,0.4,"n0"
21,0.198,0.4,"n0"
22,0.216,0.4,"n0"
1,0,0.6,"n0"
2,0,0.6,"n0"
3,0,0.6,"n0"
4,0,0.6,"n0"
5,0,0.6,"n0"
6,0,0.6,"n0"
7,0.001,0.6,"n0"
8,0.008,0.6,"n0"
9,0.013,0.6,"n0"
10,0.021,0.6,"n0"
11,0.068,0.6,"n0"
12,0.091,0.6,"n0"
13,0.109,0.6,"n0"
14,0.125,0.6,"n0"
15,0.14,0.6,"n0"
16,0.157,0.6,"n0"
17,0.171,0.6,"n0"
18,0.184,0.6,"n0"
19,0.2,0.6,"n0"
20,0.22,0.6,"n0"
21,0.236,0.6,"n0"
22,0.254,0.6,"n0"
1,0,0.8,"n0"
2,0,0.8,"n0"
3,0,0.8,"n0"
4,0,0.8,"n0"
5,0,0.8,"n0"
6,0,0.8,"n0"
7,0.007,0.8,"n0"
8,0.011,0.8,"n0"
9,0.016,0.8,"n0"
10,0.059,0.8,"n0"
11,0.092,0.8,"n0"
12,0.113,0.8,"n0"
13,0.131,0.8,"n0"
14,0.147,0.8,"n0"
15,0.167,0.8,"n0"
16,0.185,0.8,"n0"
17,0.2,0.8,"n0"
18,0.222,0.8,"n0"
19,0.242,0.8,"n0"
20,0.264,0.8,"n0"
21,0.288,0.8,"n0"
22,0.322,0.8,"n0"
1,0,1,"n0"
2,0,1,"n0"
3,0,1,"n0"
4,0,1,"n0"
5,0,1,"n0"
6,0.005,1,"n0"
7,0.011,1,"n0"
8,0.015,1,"n0"
9,0.032,1,"n0"
10,0.094,1,"n0"
11,0.117,1,"n0"
12,0.138,1,"n0"
13,0.161,1,"n0"
14,0.183,1,"n0"
15,0.201,1,"n0"
16,0.223,1,"n0"
17,0.247,1,"n0"
18,0.276,1,"n0"
19,0.308,1,"n0"
20,0.333,1,"n0"
21,0.358,1,"n0"
22,0.397,1,"n0"
1,0,1.2,"n0"
2,0,1.2,"n0"
3,0,1.2,"n0"
4,0,1.2,"n0"
5,0.001,1.2,"n0"
6,0.009,1.2,"n0"
7,0.015,1.2,"n0"
8,0.027,1.2,"n0"
9,0.09,1.2,"n0"
10,0.125,1.2,"n0"
11,0.15,1.2,"n0"
12,0.179,1.2,"n0"
13,0.2,1.2,"n0"
14,0.225,1.2,"n0"
15,0.256,1.2,"n0"
16,0.289,1.2,"n0"
17,0.321,1.2,"n0"
18,0.345,1.2,"n0"
19,0.387,1.2,"n0"
20,0.43,1.2,"n0"
21,0.484,1.2,"n0"
22,0.548,1.2,"n0"
1,0,1.4,"n0"
2,0,1.4,"n0"
3,0,1.4,"n0"
4,0,1.4,"n0"
5,0.007,1.4,"n0"
6,0.014,1.4,"n0"
7,0.026,1.4,"n0"
8,0.07,1.4,"n0"
9,0.131,1.4,"n0"
10,0.172,1.4,"n0"
11,0.196,1.4,"n0"
12,0.228,1.4,"n0"
13,0.269,1.4,"n0"
14,0.301,1.4,"n0"
15,0.331,1.4,"n0"
16,0.363,1.4,"n0"
17,0.404,1.4,"n0"
18,0.446,1.4,"n0"
19,0.509,1.4,"n0"
20,0.573,1.4,"n0"
21,0.657,1.4,"n0"
22,0.735,1.4,"n0"
1,0,1.6,"n0"
2,0,1.6,"n0"
3,0,1.6,"n0"
4,0.004,1.6,"n0"
5,0.015,1.6,"n0"
6,0.027,1.6,"n0"
7,0.06,1.6,"n0"
8,0.141,1.6,"n0"
9,0.186,1.6,"n0"
10,0.234,1.6,"n0"
11,0.274,1.6,"n0"
12,0.311,1.6,"n0"
13,0.348,1.6,"n0"
14,0.386,1.6,"n0"
15,0.426,1.6,"n0"
16,0.473,1.6,"n0"
17,0.53,1.6,"n0"
18,0.6,1.6,"n0"
19,0.68,1.6,"n0"
20,0.747,1.6,"n0"
21,0.807,1.6,"n0"
22,0.861,1.6,"n0"
