"day","prop_fail","adj","param"
1,0,0.4,"b_mumax"
2,0,0.4,"b_mumax"
3,0,0.4,"b_mumax"
4,0,0.4,"b_mumax"
5,0,0.4,"b_mumax"
6,0,0.4,"b_mumax"
7,0,0.4,"b_mumax"
8,0,0.4,"b_mumax"
9,0,0.4,"b_mumax"
10,0,0.4,"b_mumax"
11,0,0.4,"b_mumax"
12,0,0.4,"b_mumax"
13,0,0.4,"b_mumax"
14,0,0.4,"b_mumax"
15,0,0.4,"b_mumax"
16,0,0.4,"b_mumax"
17,0,0.4,"b_mumax"
18,0,0.4,"b_mumax"
19,0,0.4,"b_mumax"
20,0,0.4,"b_mumax"
21,0,0.4,"b_mumax"
22,0,0.4,"b_mumax"
1,0,0.6,"b_mumax"
2,0,0.6,"b_mumax"
3,0,0.6,"b_mumax"
4,0,0.6,"b_mumax"
5,0,0.6,"b_mumax"
6,0,0.6,"b_mumax"
7,0,0.6,"b_mumax"
8,0,0.6,"b_mumax"
9,0,0.6,"b_mumax"
10,0,0.6,"b_mumax"
11,0,0.6,"b_mumax"
12,0,0.6,"b_mumax"
13,0.001,0.6,"b_mumax"
14,0.002,0.6,"b_mumax"
15,0.005,0.6,"b_mumax"
16,0.012,0.6,"b_mumax"
17,0.018,0.6,"b_mumax"
18,0.023,0.6,"b_mumax"
19,0.028,0.6,"b_mumax"
20,0.035,0.6,"b_mumax"
21,0.036,0.6,"b_mumax"
22,0.044,0.6,"b_mumax"
1,0,0.8,"b_mumax"
2,0,0.8,"b_mumax"
3,0,0.8,"b_mumax"
4,0,0.8,"b_mumax"
5,0,0.8,"b_mumax"
6,0,0.8,"b_mumax"
7,0,0.8,"b_mumax"
8,0,0.8,"b_mumax"
9,0.001,0.8,"b_mumax"
10,0.002,0.8,"b_mumax"
11,0.01,0.8,"b_mumax"
12,0.024,0.8,"b_mumax"
13,0.035,0.8,"b_mumax"
14,0.044,0.8,"b_mumax"
15,0.046,0.8,"b_mumax"
16,0.056,0.8,"b_mumax"
17,0.062,0.8,"b_mumax"
18,0.067,0.8,"b_mumax"
19,0.068,0.8,"b_mumax"
20,0.073,0.8,"b_mumax"
21,0.077,0.8,"b_mumax"
22,0.078,0.8,"b_mumax"
1,0,1,"b_mumax"
2,0,1,"b_mumax"
3,0,1,"b_mumax"
4,0,1,"b_mumax"
5,0,1,"b_mumax"
6,0.001,1,"b_mumax"
7,0.004,1,"b_mumax"
8,0.009,1,"b_mumax"
9,0.015,1,"b_mumax"
10,0.039,1,"b_mumax"
11,0.053,1,"b_mumax"
12,0.064,1,"b_mumax"
13,0.07,1,"b_mumax"
14,0.075,1,"b_mumax"
15,0.079,1,"b_mumax"
16,0.092,1,"b_mumax"
17,0.102,1,"b_mumax"
18,0.112,1,"b_mumax"
19,0.135,1,"b_mumax"
20,0.152,1,"b_mumax"
21,0.162,1,"b_mumax"
22,0.188,1,"b_mumax"
1,0,1.2,"b_mumax"
2,0,1.2,"b_mumax"
3,0,1.2,"b_mumax"
4,0,1.2,"b_mumax"
5,0.004,1.2,"b_mumax"
6,0.011,1.2,"b_mumax"
7,0.015,1.2,"b_mumax"
8,0.033,1.2,"b_mumax"
9,0.065,1.2,"b_mumax"
10,0.074,1.2,"b_mumax"
11,0.079,1.2,"b_mumax"
12,0.093,1.2,"b_mumax"
13,0.108,1.2,"b_mumax"
14,0.131,1.2,"b_mumax"
15,0.15,1.2,"b_mumax"
16,0.164,1.2,"b_mumax"
17,0.185,1.2,"b_mumax"
18,0.203,1.2,"b_mumax"
19,0.228,1.2,"b_mumax"
20,0.266,1.2,"b_mumax"
21,0.276,1.2,"b_mumax"
22,0.277,1.2,"b_mumax"
1,0,1.4,"b_mumax"
2,0,1.4,"b_mumax"
3,0,1.4,"b_mumax"
4,0.006,1.4,"b_mumax"
5,0.015,1.4,"b_mumax"
6,0.018,1.4,"b_mumax"
7,0.043,1.4,"b_mumax"
8,0.073,1.4,"b_mumax"
9,0.084,1.4,"b_mumax"
10,0.105,1.4,"b_mumax"
11,0.133,1.4,"b_mumax"
12,0.151,1.4,"b_mumax"
13,0.164,1.4,"b_mumax"
14,0.185,1.4,"b_mumax"
15,0.206,1.4,"b_mumax"
16,0.23,1.4,"b_mumax"
17,0.265,1.4,"b_mumax"
18,0.278,1.4,"b_mumax"
19,0.279,1.4,"b_mumax"
20,0.279,1.4,"b_mumax"
21,0.279,1.4,"b_mumax"
22,0.279,1.4,"b_mumax"
1,0,1.6,"b_mumax"
2,0,1.6,"b_mumax"
3,0.002,1.6,"b_mumax"
4,0.015,1.6,"b_mumax"
5,0.018,1.6,"b_mumax"
6,0.031,1.6,"b_mumax"
7,0.078,1.6,"b_mumax"
8,0.101,1.6,"b_mumax"
9,0.131,1.6,"b_mumax"
10,0.151,1.6,"b_mumax"
11,0.166,1.6,"b_mumax"
12,0.19,1.6,"b_mumax"
13,0.207,1.6,"b_mumax"
14,0.23,1.6,"b_mumax"
15,0.265,1.6,"b_mumax"
16,0.279,1.6,"b_mumax"
17,0.279,1.6,"b_mumax"
18,0.279,1.6,"b_mumax"
19,0.279,1.6,"b_mumax"
20,0.28,1.6,"b_mumax"
21,0.28,1.6,"b_mumax"
22,0.28,1.6,"b_mumax"
