"day","prop_spoiled","adj","param"
1,0,0.4,"lag_tmin"
2,0,0.4,"lag_tmin"
3,0.009,0.4,"lag_tmin"
4,0.025,0.4,"lag_tmin"
5,0.046,0.4,"lag_tmin"
6,0.071,0.4,"lag_tmin"
7,0.09,0.4,"lag_tmin"
8,0.11,0.4,"lag_tmin"
9,0.127,0.4,"lag_tmin"
10,0.156,0.4,"lag_tmin"
11,0.176,0.4,"lag_tmin"
12,0.201,0.4,"lag_tmin"
13,0.226,0.4,"lag_tmin"
14,0.245,0.4,"lag_tmin"
15,0.257,0.4,"lag_tmin"
16,0.277,0.4,"lag_tmin"
17,0.295,0.4,"lag_tmin"
18,0.305,0.4,"lag_tmin"
19,0.321,0.4,"lag_tmin"
20,0.337,0.4,"lag_tmin"
21,0.35,0.4,"lag_tmin"
22,0.361,0.4,"lag_tmin"
1,0,0.6,"lag_tmin"
2,0,0.6,"lag_tmin"
3,0.005,0.6,"lag_tmin"
4,0.024,0.6,"lag_tmin"
5,0.045,0.6,"lag_tmin"
6,0.069,0.6,"lag_tmin"
7,0.087,0.6,"lag_tmin"
8,0.107,0.6,"lag_tmin"
9,0.126,0.6,"lag_tmin"
10,0.156,0.6,"lag_tmin"
11,0.176,0.6,"lag_tmin"
12,0.199,0.6,"lag_tmin"
13,0.226,0.6,"lag_tmin"
14,0.245,0.6,"lag_tmin"
15,0.257,0.6,"lag_tmin"
16,0.276,0.6,"lag_tmin"
17,0.294,0.6,"lag_tmin"
18,0.305,0.6,"lag_tmin"
19,0.32,0.6,"lag_tmin"
20,0.337,0.6,"lag_tmin"
21,0.35,0.6,"lag_tmin"
22,0.361,0.6,"lag_tmin"
1,0,0.8,"lag_tmin"
2,0,0.8,"lag_tmin"
3,0.004,0.8,"lag_tmin"
4,0.023,0.8,"lag_tmin"
5,0.045,0.8,"lag_tmin"
6,0.068,0.8,"lag_tmin"
7,0.087,0.8,"lag_tmin"
8,0.106,0.8,"lag_tmin"
9,0.125,0.8,"lag_tmin"
10,0.156,0.8,"lag_tmin"
11,0.176,0.8,"lag_tmin"
12,0.199,0.8,"lag_tmin"
13,0.227,0.8,"lag_tmin"
14,0.245,0.8,"lag_tmin"
15,0.256,0.8,"lag_tmin"
16,0.277,0.8,"lag_tmin"
17,0.294,0.8,"lag_tmin"
18,0.304,0.8,"lag_tmin"
19,0.32,0.8,"lag_tmin"
20,0.339,0.8,"lag_tmin"
21,0.349,0.8,"lag_tmin"
22,0.361,0.8,"lag_tmin"
1,0,1,"lag_tmin"
2,0,1,"lag_tmin"
3,0.003,1,"lag_tmin"
4,0.022,1,"lag_tmin"
5,0.043,1,"lag_tmin"
6,0.066,1,"lag_tmin"
7,0.085,1,"lag_tmin"
8,0.106,1,"lag_tmin"
9,0.124,1,"lag_tmin"
10,0.155,1,"lag_tmin"
11,0.176,1,"lag_tmin"
12,0.199,1,"lag_tmin"
13,0.227,1,"lag_tmin"
14,0.245,1,"lag_tmin"
15,0.256,1,"lag_tmin"
16,0.277,1,"lag_tmin"
17,0.295,1,"lag_tmin"
18,0.304,1,"lag_tmin"
19,0.32,1,"lag_tmin"
20,0.337,1,"lag_tmin"
21,0.349,1,"lag_tmin"
