"day","prop_fail","adj","param"
1,0,0.4,"b_lag"
2,0,0.4,"b_lag"
3,0,0.4,"b_lag"
4,0.004,0.4,"b_lag"
5,0.014,0.4,"b_lag"
6,0.029,0.4,"b_lag"
7,0.04,0.4,"b_lag"
8,0.047,0.4,"b_lag"
9,0.059,0.4,"b_lag"
10,0.065,0.4,"b_lag"
11,0.069,0.4,"b_lag"
12,0.077,0.4,"b_lag"
13,0.079,0.4,"b_lag"
14,0.094,0.4,"b_lag"
15,0.108,0.4,"b_lag"
16,0.139,0.4,"b_lag"
17,0.204,0.4,"b_lag"
18,0.268,0.4,"b_lag"
19,0.274,0.4,"b_lag"
20,0.277,0.4,"b_lag"
21,0.277,0.4,"b_lag"
22,0.277,0.4,"b_lag"
1,0,0.6,"b_lag"
2,0,0.6,"b_lag"
3,0,0.6,"b_lag"
4,0,0.6,"b_lag"
5,0.002,0.6,"b_lag"
6,0.016,0.6,"b_lag"
7,0.032,0.6,"b_lag"
8,0.044,0.6,"b_lag"
9,0.052,0.6,"b_lag"
10,0.061,0.6,"b_lag"
11,0.067,0.6,"b_lag"
12,0.07,0.6,"b_lag"
13,0.077,0.6,"b_lag"
14,0.084,0.6,"b_lag"
15,0.1,0.6,"b_lag"
16,0.113,0.6,"b_lag"
17,0.144,0.6,"b_lag"
18,0.175,0.6,"b_lag"
19,0.236,0.6,"b_lag"
20,0.274,0.6,"b_lag"
21,0.276,0.6,"b_lag"
22,0.276,0.6,"b_lag"
1,0,0.8,"b_lag"
2,0,0.8,"b_lag"
3,0,0.8,"b_lag"
4,0,0.8,"b_lag"
5,0,0.8,"b_lag"
6,0.001,0.8,"b_lag"
7,0.009,0.8,"b_lag"
8,0.032,0.8,"b_lag"
9,0.044,0.8,"b_lag"
10,0.055,0.8,"b_lag"
11,0.063,0.8,"b_lag"
12,0.068,0.8,"b_lag"
13,0.075,0.8,"b_lag"
14,0.078,0.8,"b_lag"
15,0.091,0.8,"b_lag"
16,0.101,0.8,"b_lag"
17,0.114,0.8,"b_lag"
18,0.141,0.8,"b_lag"
19,0.158,0.8,"b_lag"
20,0.191,0.8,"b_lag"
21,0.225,0.8,"b_lag"
22,0.27,0.8,"b_lag"
1,0,1,"b_lag"
2,0,1,"b_lag"
3,0,1,"b_lag"
4,0,1,"b_lag"
5,0,1,"b_lag"
6,0.001,1,"b_lag"
7,0.004,1,"b_lag"
8,0.009,1,"b_lag"
9,0.015,1,"b_lag"
10,0.039,1,"b_lag"
11,0.053,1,"b_lag"
12,0.064,1,"b_lag"
13,0.07,1,"b_lag"
14,0.075,1,"b_lag"
15,0.079,1,"b_lag"
16,0.092,1,"b_lag"
17,0.102,1,"b_lag"
18,0.112,1,"b_lag"
19,0.135,1,"b_lag"
20,0.152,1,"b_lag"
21,0.162,1,"b_lag"
22,0.188,1,"b_lag"
1,0,1.2,"b_lag"
2,0,1.2,"b_lag"
3,0,1.2,"b_lag"
4,0,1.2,"b_lag"
5,0,1.2,"b_lag"
6,0,1.2,"b_lag"
7,0.002,1.2,"b_lag"
8,0.009,1.2,"b_lag"
9,0.013,1.2,"b_lag"
10,0.015,1.2,"b_lag"
11,0.017,1.2,"b_lag"
12,0.048,1.2,"b_lag"
13,0.065,1.2,"b_lag"
14,0.073,1.2,"b_lag"
15,0.074,1.2,"b_lag"
16,0.08,1.2,"b_lag"
17,0.088,1.2,"b_lag"
18,0.099,1.2,"b_lag"
19,0.113,1.2,"b_lag"
20,0.129,1.2,"b_lag"
21,0.143,1.2,"b_lag"
22,0.155,1.2,"b_lag"
1,0,1.4,"b_lag"
2,0,1.4,"b_lag"
3,0,1.4,"b_lag"
4,0,1.4,"b_lag"
5,0,1.4,"b_lag"
6,0,1.4,"b_lag"
7,0.001,1.4,"b_lag"
8,0.007,1.4,"b_lag"
9,0.012,1.4,"b_lag"
10,0.015,1.4,"b_lag"
11,0.015,1.4,"b_lag"
12,0.018,1.4,"b_lag"
13,0.02,1.4,"b_lag"
14,0.047,1.4,"b_lag"
15,0.07,1.4,"b_lag"
16,0.074,1.4,"b_lag"
17,0.082,1.4,"b_lag"
18,0.086,1.4,"b_lag"
19,0.096,1.4,"b_lag"
20,0.111,1.4,"b_lag"
21,0.124,1.4,"b_lag"
22,0.134,1.4,"b_lag"
1,0,1.6,"b_lag"
2,0,1.6,"b_lag"
3,0,1.6,"b_lag"
4,0,1.6,"b_lag"
5,0,1.6,"b_lag"
6,0,1.6,"b_lag"
7,0,1.6,"b_lag"
8,0.005,1.6,"b_lag"
9,0.011,1.6,"b_lag"
10,0.015,1.6,"b_lag"
11,0.015,1.6,"b_lag"
12,0.018,1.6,"b_lag"
13,0.02,1.6,"b_lag"
14,0.022,1.6,"b_lag"
15,0.025,1.6,"b_lag"
16,0.051,1.6,"b_lag"
17,0.069,1.6,"b_lag"
18,0.08,1.6,"b_lag"
19,0.086,1.6,"b_lag"
20,0.094,1.6,"b_lag"
21,0.105,1.6,"b_lag"
22,0.119,1.6,"b_lag"
