"day","prop_spoiled","adj","param"
1,0,0.4,"n0"
2,0,0.4,"n0"
3,0,0.4,"n0"
4,0,0.4,"n0"
5,0.008,0.4,"n0"
6,0.02,0.4,"n0"
7,0.027,0.4,"n0"
8,0.045,0.4,"n0"
9,0.055,0.4,"n0"
10,0.068,0.4,"n0"
11,0.074,0.4,"n0"
12,0.084,0.4,"n0"
13,0.096,0.4,"n0"
14,0.104,0.4,"n0"
15,0.12,0.4,"n0"
16,0.128,0.4,"n0"
17,0.142,0.4,"n0"
18,0.154,0.4,"n0"
19,0.157,0.4,"n0"
20,0.166,0.4,"n0"
21,0.184,0.4,"n0"
22,0.197,0.4,"n0"
1,0,0.6,"n0"
2,0,0.6,"n0"
3,0,0.6,"n0"
4,0.005,0.6,"n0"
5,0.017,0.6,"n0"
6,0.028,0.6,"n0"
7,0.047,0.6,"n0"
8,0.061,0.6,"n0"
9,0.074,0.6,"n0"
10,0.084,0.6,"n0"
11,0.098,0.6,"n0"
12,0.108,0.6,"n0"
13,0.124,0.6,"n0"
14,0.138,0.6,"n0"
15,0.153,0.6,"n0"
16,0.159,0.6,"n0"
17,0.175,0.6,"n0"
18,0.19,0.6,"n0"
19,0.205,0.6,"n0"
20,0.216,0.6,"n0"
21,0.229,0.6,"n0"
22,0.24,0.6,"n0"
1,0,0.8,"n0"
2,0,0.8,"n0"
3,0,0.8,"n0"
4,0.015,0.8,"n0"
5,0.032,0.8,"n0"
6,0.05,0.8,"n0"
7,0.07,0.8,"n0"
8,0.08,0.8,"n0"
9,0.098,0.8,"n0"
10,0.117,0.8,"n0"
11,0.132,0.8,"n0"
12,0.151,0.8,"n0"
13,0.161,0.8,"n0"
14,0.184,0.8,"n0"
15,0.202,0.8,"n0"
16,0.216,0.8,"n0"
17,0.234,0.8,"n0"
18,0.25,0.8,"n0"
19,0.263,0.8,"n0"
20,0.279,0.8,"n0"
21,0.296,0.8,"n0"
22,0.306,0.8,"n0"
1,0,1,"n0"
2,0,1,"n0"
3,0.007,1,"n0"
4,0.032,1,"n0"
5,0.053,1,"n0"
6,0.076,1,"n0"
7,0.099,1,"n0"
8,0.124,1,"n0"
9,0.145,1,"n0"
10,0.161,1,"n0"
11,0.19,1,"n0"
12,0.212,1,"n0"
13,0.236,1,"n0"
14,0.258,1,"n0"
15,0.276,1,"n0"
16,0.295,1,"n0"
17,0.314,1,"n0"
18,0.323,1,"n0"
19,0.333,1,"n0"
20,0.347,1,"n0"
21,0.36,1,"n0"
22,0.372,1,"n0"
1,0,1.2,"n0"
2,0.002,1.2,"n0"
3,0.03,1.2,"n0"
4,0.062,1.2,"n0"
5,0.092,1.2,"n0"
6,0.129,1.2,"n0"
7,0.157,1.2,"n0"
8,0.198,1.2,"n0"
9,0.232,1.2,"n0"
10,0.262,1.2,"n0"
11,0.291,1.2,"n0"
12,0.318,1.2,"n0"
13,0.335,1.2,"n0"
14,0.356,1.2,"n0"
15,0.375,1.2,"n0"
16,0.387,1.2,"n0"
17,0.41,1.2,"n0"
18,0.425,1.2,"n0"
19,0.436,1.2,"n0"
20,0.442,1.2,"n0"
21,0.451,1.2,"n0"
22,0.456,1.2,"n0"
1,0.002,1.4,"n0"
2,0.028,1.4,"n0"
3,0.08,1.4,"n0"
4,0.134,1.4,"n0"
5,0.202,1.4,"n0"
6,0.257,1.4,"n0"
7,0.313,1.4,"n0"
8,0.361,1.4,"n0"
9,0.409,1.4,"n0"
10,0.432,1.4,"n0"
11,0.452,1.4,"n0"
12,0.477,1.4,"n0"
13,0.498,1.4,"n0"
14,0.517,1.4,"n0"
15,0.536,1.4,"n0"
16,0.545,1.4,"n0"
17,0.555,1.4,"n0"
18,0.571,1.4,"n0"
19,0.587,1.4,"n0"
20,0.602,1.4,"n0"
21,0.611,1.4,"n0"
22,0.621,1.4,"n0"
1,0.55,1.6,"n0"
2,0.637,1.6,"n0"
3,0.736,1.6,"n0"
4,0.787,1.6,"n0"
5,0.846,1.6,"n0"
6,0.929,1.6,"n0"
7,0.936,1.6,"n0"
8,0.939,1.6,"n0"
9,0.94,1.6,"n0"
10,0.941,1.6,"n0"
11,0.941,1.6,"n0"
12,0.941,1.6,"n0"
13,0.943,1.6,"n0"
14,0.946,1.6,"n0"
15,0.957,1.6,"n0"
16,0.961,1.6,"n0"
17,0.963,1.6,"n0"
18,0.967,1.6,"n0"
19,0.969,1.6,"n0"
20,0.969,1.6,"n0"
21,0.97,1.6,"n0"
22,0.971,1.6,"n0"
