"day","prop_spoiled","adj","param"
1,0,0.4,"n0"
2,0,0.4,"n0"
3,0,0.4,"n0"
4,0,0.4,"n0"
5,0,0.4,"n0"
6,0.001,0.4,"n0"
7,0.015,0.4,"n0"
8,0.029,0.4,"n0"
9,0.049,0.4,"n0"
10,0.061,0.4,"n0"
11,0.083,0.4,"n0"
12,0.093,0.4,"n0"
13,0.108,0.4,"n0"
14,0.122,0.4,"n0"
15,0.134,0.4,"n0"
16,0.147,0.4,"n0"
17,0.167,0.4,"n0"
18,0.184,0.4,"n0"
19,0.203,0.4,"n0"
20,0.237,0.4,"n0"
21,0.371,0.4,"n0"
22,0.624,0.4,"n0"
1,0,0.6,"n0"
2,0,0.6,"n0"
3,0,0.6,"n0"
4,0,0.6,"n0"
5,0.001,0.6,"n0"
6,0.011,0.6,"n0"
7,0.029,0.6,"n0"
8,0.052,0.6,"n0"
9,0.068,0.6,"n0"
10,0.089,0.6,"n0"
11,0.108,0.6,"n0"
12,0.126,0.6,"n0"
13,0.139,0.6,"n0"
14,0.163,0.6,"n0"
15,0.183,0.6,"n0"
16,0.216,0.6,"n0"
17,0.322,0.6,"n0"
18,0.574,0.6,"n0"
19,0.875,0.6,"n0"
20,0.933,0.6,"n0"
21,0.937,0.6,"n0"
22,0.941,0.6,"n0"
1,0,0.8,"n0"
2,0,0.8,"n0"
3,0,0.8,"n0"
4,0.001,0.8,"n0"
5,0.005,0.8,"n0"
6,0.027,0.8,"n0"
7,0.055,0.8,"n0"
8,0.081,0.8,"n0"
9,0.103,0.8,"n0"
10,0.128,0.8,"n0"
11,0.152,0.8,"n0"
12,0.184,0.8,"n0"
13,0.252,0.8,"n0"
14,0.47,0.8,"n0"
15,0.843,0.8,"n0"
16,0.936,0.8,"n0"
17,0.939,0.8,"n0"
18,0.941,0.8,"n0"
19,0.945,0.8,"n0"
20,0.947,0.8,"n0"
21,0.947,0.8,"n0"
22,0.948,0.8,"n0"
1,0,1,"n0"
2,0,1,"n0"
3,0.001,1,"n0"
4,0.007,1,"n0"
5,0.016,1,"n0"
6,0.058,1,"n0"
7,0.099,1,"n0"
8,0.13,1,"n0"
9,0.181,1,"n0"
10,0.335,1,"n0"
11,0.699,1,"n0"
12,0.937,1,"n0"
13,0.939,1,"n0"
14,0.944,1,"n0"
15,0.947,1,"n0"
16,0.947,1,"n0"
17,0.947,1,"n0"
18,0.948,1,"n0"
19,0.951,1,"n0"
20,0.953,1,"n0"
21,0.954,1,"n0"
22,0.955,1,"n0"
1,0,1.2,"n0"
2,0.001,1.2,"n0"
3,0.009,1.2,"n0"
4,0.022,1.2,"n0"
5,0.069,1.2,"n0"
6,0.156,1.2,"n0"
7,0.422,1.2,"n0"
8,0.895,1.2,"n0"
9,0.942,1.2,"n0"
10,0.945,1.2,"n0"
11,0.947,1.2,"n0"
12,0.947,1.2,"n0"
13,0.949,1.2,"n0"
14,0.951,1.2,"n0"
15,0.953,1.2,"n0"
16,0.957,1.2,"n0"
17,0.958,1.2,"n0"
18,0.958,1.2,"n0"
19,0.958,1.2,"n0"
20,0.959,1.2,"n0"
21,0.963,1.2,"n0"
22,0.963,1.2,"n0"
1,0,1.4,"n0"
2,0.019,1.4,"n0"
3,0.07,1.4,"n0"
4,0.462,1.4,"n0"
5,0.938,1.4,"n0"
6,0.943,1.4,"n0"
7,0.947,1.4,"n0"
8,0.949,1.4,"n0"
9,0.957,1.4,"n0"
10,0.959,1.4,"n0"
11,0.962,1.4,"n0"
12,0.966,1.4,"n0"
13,0.968,1.4,"n0"
14,0.971,1.4,"n0"
15,0.971,1.4,"n0"
16,0.974,1.4,"n0"
17,0.975,1.4,"n0"
18,0.975,1.4,"n0"
19,0.975,1.4,"n0"
20,0.975,1.4,"n0"
21,0.975,1.4,"n0"
22,0.978,1.4,"n0"
1,0.996,1.6,"n0"
2,0.996,1.6,"n0"
3,0.998,1.6,"n0"
4,1,1.6,"n0"
5,1,1.6,"n0"
6,1,1.6,"n0"
7,1,1.6,"n0"
8,1,1.6,"n0"
9,1,1.6,"n0"
10,1,1.6,"n0"
11,1,1.6,"n0"
12,1,1.6,"n0"
13,1,1.6,"n0"
14,1,1.6,"n0"
15,1,1.6,"n0"
16,1,1.6,"n0"
17,1,1.6,"n0"
18,1,1.6,"n0"
19,1,1.6,"n0"
20,1,1.6,"n0"
21,1,1.6,"n0"
22,1,1.6,"n0"
