"isolate","model_type","n0","lag","mumax","nmax","temp","aic","bic","fit","method"
"S12-0116","buchanan",2.00565603981147,2.02518362060685,1.12240501588998,7.60031995894176,"10",20.4638218826527,"22.8883551315927","yes","nls_lm"
"S12-0132","gompertz",2.04928809038069,5.60932082715497,4.2118425310191,7.76438067773142,"10",23.0336446099313,"25.4581778588713","yes","nls_lm"
"S12-0166","buchanan",1.74036272348104,0.686571947607389,2.1357956272645,6.85124367669742,"10",60.3372184896026,"63.5325051376789","yes","nls_lm"
"S12-0180","baranyi",1.92776466746658,6.57726964117314,3.49309344220674,3.99226238653633,"10",51.7370623330963,"54.9323489811726","yes","nls_lm"
"S12-0184","gompertz",4.83850448220528,9.60293953277569,3.77309234894675,1.73118112398129,"10",60.117974819451,"63.3132614675273","yes","nls_lm"
"S12-0116","baranyi",2.46053351704223,6.06915777030707,0.872087998540591,6.07092705414181,"6",86.9605342530037,"94.8781289452842","yes","nls_lm"
"S12-0132","buchanan",3.21004400770203,1.94580387456278,0.608190259687726,7.08048079630695,"6",128.01619140281,"135.93378609509","yes","nls_lm"
"S12-0141","baranyi",3.13086741222793,4.72555053333106,1.17940764267009,7.35454456364925,"6",71.8277018055024,"79.7452964977829","yes","nls_lm"
"S12-0166","gompertz",3.07857599776909,0,0.752545158701104,8.39671928258984,"6",111.505151724814,"120.193499816231","yes","nls_lm"
"S12-0180","baranyi",2.51883897317822,14.2086088446935,0.514634790654453,4.98125314851892,"6",123.483243956919,"132.171592048336","yes","nls_lm"
"S12-0184","buchanan",2.60441184634955,2.33980858765633,0.318159731308203,5.18278401634619,"6",145.682665086591,"154.371013178008","yes","nls_lm"
"S12-0141","baranyi_no_lag",3.36021956216115,NA,0.942974198806647,7.8429351125347,"10",36.4919314874604,"38.4315580866124","yes","nls_lm"
