"package","initial_count_apc","storage_temp","tot_strains","final_nmax","day","total_count","mean_mumax","mean_lag","s12-0116","s12-0132","s12-0141","s12-0166","s12-0180","s12-0184"
1,4.98246688352832,4.20691073792842,3,8.41991907832221,1,5.05676623087598,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,12,7.44738867573378,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,4,5.13406750856594,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,16,7.68882820062196,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,14,7.61748058125346,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,3,5.09382883265399,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,20,7.73259412587919,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,8,6.32548799433125,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,17,7.70695000321259,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,7,5.85841695468746,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,15,7.66085558826814,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,18,7.71885290311721,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,10,7.06332315956541,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,22,7.74062847298481,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,19,7.72689238707314,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,13,7.55036693855024,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,11,7.29188138672684,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,6,5.46141275105311,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,2,5.07285735445602,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,9,6.74228543547787,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,5,5.2328062647262,0.581796393985514,7.87207413712704,0,1,1,0,1,0
1,4.98246688352832,4.20691073792842,3,8.41991907832221,21,7.73695287815937,0.581796393985514,7.87207413712704,0,1,1,0,1,0
2,5.00607160350348,5.12628209949851,3,8.41991907832221,9,6.84093698610148,0.732285741495417,7.38849843412417,0,1,1,0,1,0
2,5.00607160350348,5.12628209949851,3,8.41991907832221,16,7.790955490227,0.732285741495417,7.38849843412417,0,1,1,0,1,0
2,5.00607160350348,5.12628209949851,3,8.41991907832221,4,5.24427616744965,0.732285741495417,7.38849843412417,0,1,1,0,1,0
2,5.00607160350348,5.12628209949851,3,8.41991907832221,8,6.47063840751612,0.732285741495417,7.38849843412417,0,1,1,0,1,0
