"day","prop_spoiled","adj","param"
1,0,1,"no_of_strains"
2,0,1,"no_of_strains"
3,0,1,"no_of_strains"
4,0,1,"no_of_strains"
5,0,1,"no_of_strains"
6,0,1,"no_of_strains"
7,0,1,"no_of_strains"
8,0.002,1,"no_of_strains"
9,0.016,1,"no_of_strains"
10,0.034,1,"no_of_strains"
11,0.044,1,"no_of_strains"
12,0.062,1,"no_of_strains"
13,0.066,1,"no_of_strains"
14,0.077,1,"no_of_strains"
15,0.082,1,"no_of_strains"
16,0.095,1,"no_of_strains"
17,0.099,1,"no_of_strains"
18,0.132,1,"no_of_strains"
19,0.212,1,"no_of_strains"
20,0.27,1,"no_of_strains"
21,0.328,1,"no_of_strains"
22,0.376,1,"no_of_strains"
1,0,2,"no_of_strains"
2,0,2,"no_of_strains"
3,0,2,"no_of_strains"
4,0,2,"no_of_strains"
5,0.001,2,"no_of_strains"
6,0.003,2,"no_of_strains"
7,0.003,2,"no_of_strains"
8,0.003,2,"no_of_strains"
9,0.011,2,"no_of_strains"
10,0.081,2,"no_of_strains"
11,0.11,2,"no_of_strains"
12,0.135,2,"no_of_strains"
13,0.161,2,"no_of_strains"
14,0.185,2,"no_of_strains"
15,0.203,2,"no_of_strains"
16,0.219,2,"no_of_strains"
17,0.243,2,"no_of_strains"
18,0.269,2,"no_of_strains"
19,0.296,2,"no_of_strains"
20,0.327,2,"no_of_strains"
21,0.368,2,"no_of_strains"
22,0.41,2,"no_of_strains"
1,0,3,"no_of_strains"
2,0,3,"no_of_strains"
3,0,3,"no_of_strains"
4,0,3,"no_of_strains"
5,0.001,3,"no_of_strains"
6,0.006,3,"no_of_strains"
7,0.014,3,"no_of_strains"
8,0.017,3,"no_of_strains"
9,0.02,3,"no_of_strains"
10,0.094,3,"no_of_strains"
11,0.124,3,"no_of_strains"
12,0.152,3,"no_of_strains"
13,0.174,3,"no_of_strains"
14,0.203,3,"no_of_strains"
15,0.219,3,"no_of_strains"
16,0.246,3,"no_of_strains"
17,0.271,3,"no_of_strains"
18,0.294,3,"no_of_strains"
19,0.322,3,"no_of_strains"
20,0.348,3,"no_of_strains"
21,0.37,3,"no_of_strains"
22,0.411,3,"no_of_strains"
1,0,4,"no_of_strains"
2,0,4,"no_of_strains"
3,0,4,"no_of_strains"
4,0,4,"no_of_strains"
5,0.001,4,"no_of_strains"
6,0.008,4,"no_of_strains"
7,0.015,4,"no_of_strains"
8,0.025,4,"no_of_strains"
9,0.04,4,"no_of_strains"
10,0.102,4,"no_of_strains"
11,0.133,4,"no_of_strains"
12,0.153,4,"no_of_strains"
13,0.182,4,"no_of_strains"
14,0.202,4,"no_of_strains"
15,0.226,4,"no_of_strains"
16,0.249,4,"no_of_strains"
17,0.27,4,"no_of_strains"
18,0.297,4,"no_of_strains"
19,0.327,4,"no_of_strains"
20,0.347,4,"no_of_strains"
21,0.365,4,"no_of_strains"
22,0.4,4,"no_of_strains"
1,0,5,"no_of_strains"
2,0,5,"no_of_strains"
3,0,5,"no_of_strains"
4,0,5,"no_of_strains"
5,0.001,5,"no_of_strains"
6,0.015,5,"no_of_strains"
7,0.032,5,"no_of_strains"
8,0.047,5,"no_of_strains"
9,0.063,5,"no_of_strains"
10,0.109,5,"no_of_strains"
11,0.134,5,"no_of_strains"
12,0.158,5,"no_of_strains"
13,0.178,5,"no_of_strains"
14,0.202,5,"no_of_strains"
15,0.232,5,"no_of_strains"
16,0.248,5,"no_of_strains"
17,0.273,5,"no_of_strains"
18,0.297,5,"no_of_strains"
19,0.325,5,"no_of_strains"
20,0.349,5,"no_of_strains"
21,0.365,5,"no_of_strains"
22,0.4,5,"no_of_strains"
1,0,6,"no_of_strains"
2,0,6,"no_of_strains"
3,0,6,"no_of_strains"
4,0,6,"no_of_strains"
5,0.002,6,"no_of_strains"
6,0.028,6,"no_of_strains"
7,0.053,6,"no_of_strains"
8,0.075,6,"no_of_strains"
9,0.097,6,"no_of_strains"
10,0.121,6,"no_of_strains"
11,0.14,6,"no_of_strains"
12,0.171,6,"no_of_strains"
13,0.187,6,"no_of_strains"
14,0.214,6,"no_of_strains"
15,0.233,6,"no_of_strains"
16,0.256,6,"no_of_strains"
17,0.282,6,"no_of_strains"
18,0.308,6,"no_of_strains"
19,0.338,6,"no_of_strains"
20,0.356,6,"no_of_strains"
21,0.373,6,"no_of_strains"
22,0.415,6,"no_of_strains"
1,0,"baseline","no_of_strains"
2,0,"baseline","no_of_strains"
3,0,"baseline","no_of_strains"
4,0,"baseline","no_of_strains"
5,0,"baseline","no_of_strains"
6,0.005,"baseline","no_of_strains"
7,0.011,"baseline","no_of_strains"
8,0.015,"baseline","no_of_strains"
9,0.032,"baseline","no_of_strains"
10,0.094,"baseline","no_of_strains"
11,0.117,"baseline","no_of_strains"
12,0.138,"baseline","no_of_strains"
13,0.161,"baseline","no_of_strains"
14,0.183,"baseline","no_of_strains"
15,0.201,"baseline","no_of_strains"
16,0.223,"baseline","no_of_strains"
17,0.247,"baseline","no_of_strains"
18,0.276,"baseline","no_of_strains"
19,0.308,"baseline","no_of_strains"
20,0.333,"baseline","no_of_strains"
21,0.358,"baseline","no_of_strains"
22,0.397,"baseline","no_of_strains"
