"isolate","ave_lag"
"S12-0116",4.03833366581452
"S12-0132",3.84934785286111
"S12-0141",2.06800457832478
"S12-0166",0.320116175787882
"S12-0180",10.5314537617754
"S12-0184",4.13330899387981
